,주소,위도,경도,전화번호,재학생 수,남학생 수,여학생 수,홈페이지,계열
한국마사고등학교,전라북도 장수군 장계면 명덕길 14,35.7242545556482,127.6344655157,063-353-2580,33명,23명,10명,http://www.koreamasa.hs.kr,일반계  | 특성화 
전주유화학교,전라북도 전주시 덕진구 모래내6길 26-16,35.837320565664,127.145934411543,063-253-0686,45명,0명,0명,http://www.yoohwa.sc.kr,일반계 
성원고등학교,전라북도 남원시 대복사길 41,35.4152117551328,127.370105448186,063-633-8581,298명,298명,0명,http://www.seongwon.hs.kr/,일반계 
정읍제일고등학교,전라북도 정읍시 충정로 252,35.5701327880537,126.854177182907,063-530-1702,137명,134명,3명,http://www.jjh.hs.kr,공업계  | 농업계 
전라고등학교,전라북도 전주시 덕진구 솔내7길 25,35.860743498103,127.125143763804,063-251-4902,843명,843명,0명,http://jeolla.hs.kr,일반계 
전북하이텍고등학교,전라북도 완주군 삼례읍 삼례역로 41-1,35.9077493703659,127.069437887689,063-291-4911,211명,197명,14명,http://jbhitec.hs.kr,공동실습소  | 공업계 
전주선화학교,전라북도 전주시 완산구 효자로 39,35.8204506708427,127.090789692214,063-220-0581,148명,0명,0명,http://sunhwa.sc.kr,일반계 
전주해성고등학교,전라북도 전주시 완산구 계룡산길 88,35.7867675120073,127.100841317964,063-224-6110,572명,572명,0명,http://jhs.hs.kr,일반계 
군산상업고등학교,전라북도 군산시 석치1길 17,35.9746876718881,126.700066594058,063-469-7220,315명,302명,13명,http://www.gunsang.kr,상업계  | 일반계 
장수고등학교,전라북도 장수군 장수읍 장천로 254-16,35.6559432306078,127.522372465271,82-63-350-5112,190명,99명,91명,http://www.jangsu.hs.kr,상업계  | 일반계  | 통합계 
남원여자고등학교,전라북도 남원시 광천북길 229-11,35.4111724209006,127.370428276868,063-633-9993,368명,0명,368명,http://www.jb-nwgirls.hs.kr,일반계 
줄포자동차공업고등학교,전라북도 부안군 줄포면 우포로 10,35.5851232912781,126.676922034984,063-584-9407,96명,96명,0명,http://www.jpm.hs.kr,공업계 
우석고등학교,전라북도 전주시 덕진구 쪽구름2길 22,35.8732349821044,127.077998823389,063-210-5202,765명,765명,0명,http://www.woosuk.hs.kr,일반계 
산서고등학교,전라북도 장수군 산서면 보산로 1852-6,35.5838863794139,127.399016153761,063-351-4523,31명,21명,10명,http://www.sanseo.hs.kr,일반계 
정읍고등학교,전라북도 정읍시 정읍사로 594,35.555320143446,126.865430892643,063-700-0222,246명,246명,0명,http://jeonggo.hs.kr,상업계  | 일반계 
칠보고등학교,전라북도 정읍시 칠보면 건흥길 26-5,35.6047812591252,126.991960505058,063-531-1582,14명,12명,2명,http://chilbo.hs.kr,공업계  | 일반계 
김제여자고등학교,전라북도 김제시 중앙로 193,35.8003858380776,126.895824086908,063-544-2512,315명,0명,315명,http://www.gimjeygo.hs.kr,상업계  | 일반계 
전라북도학산고등학교,전라북도 정읍시 학산로 89,35.5603441505707,126.875395189203,063-570-1501,270명,0명,270명,http://www.h-s.hs.kr,가사계  | 상업계 
서림고등학교,전라북도 부안군 부안읍 용암로 70-5,35.7211501657386,126.7428757003,063-902-7710,144명,0명,144명,http://seorim.hs.kr,상업계  | 일반계 
완산여자고등학교,전라북도 전주시 완산구 덕적골1길 60,35.7920690766238,127.138308478292,063-227-4452,198명,0명,198명,http://wansan.hs.kr,상업계 
남원용성고등학교,전라북도 남원시 농고길 41,35.4179564721722,127.392920899204,063-631-1341,199명,148명,51명,http://yongsung.hs.kr,공업계  | 농업계 
만경여자고등학교,전라북도 김제시 만경읍 만경로 823,35.8536892052984,126.81477757083,063-542-5884,29명,0명,29명,http://www.mangyeong-g.hs.kr/,상업계  | 일반계 
전북푸른학교,전라북도 완주군 고산면 대아저수로 157-11,35.9900119565531,127.239029078119,063-263-2600,114명,0명,0명,http://www.jbpr.sc.kr,일반계 
전주서곡중학교,전라북도 전주시 완산구 서곡6길 23,35.8355489327678,127.10359862174,063-277-7832,394명,215명,179명,http://www.seogok.ms.kr,일반계 
여산고등학교,전라북도 익산시 여산면 가람로 465,36.0668635080445,127.082879954835,(063)-836-5145,13명,4명,9명,http://jb-yosan.hs.kr/,상업계  | 일반계 
전북혜화학교,전라북도 익산시 덕기길 77,35.96624798085,127.029725806755,063-839-5312,120명,0명,0명,http://www.hyehwa.sc.kr,일반계 
김제농생명마이스터고등학교,전라북도 김제시 남북9길 23,35.7923204379807,126.890461247065,063-546-5313,259명,183명,76명,https://school.jbedu.kr/gmhsas,공동실습소  | 농업계 
부안여자고등학교,전라북도 부안군 부안읍 교동1길 54,35.7149554548453,126.735929543079,063-584-8083,227명,0명,227명,http://www.nangju.hs.kr,일반계 
상산고등학교,전라북도 전주시 완산구 거마평로 130,35.8050848720327,127.119727422022,063-239-5300,1056명,707명,349명,http://www.jb-sangsan.hs.kr/,일반계 
익산고등학교,전라북도 익산시 금마면 고도길 85,35.9949183724214,127.055428624023,063-836-6010,354명,168명,186명,http://www.iksan.hs.kr,상업계  | 일반계 
남원제일고등학교,전라북도 남원시 노송로 1206,35.3914266718216,127.373721820164,063-630-9003,171명,66명,105명,http://www.nfirst.hs.kr,가사계  | 상업계 
동암차돌학교,전라북도 전주시 완산구 천잠로 275,35.8105120349588,127.092768112144,063-223-4444,124명,0명,0명,http://dajaehwal.sc.kr/,일반계 
김제서고등학교,전라북도 김제시 죽산면 해학로 17,35.7710447340495,126.814859248922,063-546-2772,51명,41명,10명,http://kimjeseo.hs.kr,일반계 
양현고등학교,전라북도 전주시 덕진구 틀못2길 9,35.8421554972067,127.058986402227,063-249-6103,812명,384명,428명,http://www.yanghyeon.hs.kr/,일반계 
세인고등학교,전라북도 완주군 화산면 화산로 1486,36.0686384070986,127.153993996045,063-261-0077,162명,98명,64명,http://www.seine.hs.kr,일반계 
전라북도서영여자고등학교,전북 정읍시 명덕1길 66-10,35.5791670840124,126.852079727573,063-530-2323,355명,0명,355명,http://www.seoyoung.hs.kr,상업계  | 일반계 
한국한방고등학교,전라북도 진안군 진안읍 임진로 2765,35.7707178856542,127.377450650254,063-433-9900,121명,58명,63명,http://www.khb.hs.kr/,가사계  | 농업계 
한울학교,전라북도 남원시 이백면 이백로 315,35.4250497554831,127.441586622279,063-630-6300,68명,0명,0명,http://hanul.sc.kr/index.jsp,일반계 
군산중앙여자고등학교,전라북도 군산시 축동2길 27,35.9681583793184,126.711485600288,063-465-1602,917명,0명,917명,http://gunsan.hs.kr,상업계  | 일반계 
덕암고등학교,전라북도 김제시 하공로 9,35.8130924141705,126.887082943167,063-544-2204,431명,270명,161명,http://www.deogamgo.hs.kr,일반계 
전북외국어고등학교,전라북도 군산시 해망로 525,35.9816910865888,126.685296944089,063-465-0086,387명,125명,262명,http://www.jeonbuk-fl.hs.kr,일반계 
백산고등학교,전라북도 부안군 백산면 백산로 379,35.7080844897062,126.79100262032,063-582-2053,192명,103명,89명,http://www.backsan.hs.kr,일반계 
전주예술고등학교,전라북도 완주군 구이면 신전길 120,35.720233316939,127.108787266006,063-222-2172,247명,81명,166명,http://www.fineart.hs.kr,예술계 
전주생명과학고등학교,전라북도 전주시 덕진구 안덕원로 195,35.8367262359048,127.149051887288,063-240-1705,550명,383명,167명,http://www.jls.hs.kr,농업계 
덕암정보고등학교,전라북도 김제시 하공로 9,35.8130924141705,126.887082943167,063-544-2205,436명,181명,255명,http://www.deogam.hs.kr,상업계 가사계  | 공업계  | 상업계 상업계 
전라북도안성고등학교,전라북도 무주군 안성면 구량천로 147,35.8703240779976,127.653783825761,063-323-0274,117명,61명,56명,http://www.ansung.hs.kr,상업계  | 일반계 
전북여자고등학교,전라북도 전주시 덕진구 여산로 232,35.8730107222471,127.08405365648,063-210-5901,713명,0명,713명,https://school.jbedu.kr/jbg,일반계 
전북대학교사범대학부설고등학교,전라북도 전주시 덕진구 백제대로 567,35.8411382714422,127.131588969832,063-270-3549,676명,340명,336명,http://www.jbnu.hs.kr,일반계 
