,주소,위도,경도,전화번호,재학생 수,남학생 수,여학생 수,홈페이지,계열
곡성고등학교,전라남도 곡성군 곡성읍 학교로 119,35.2851123725075,127.292342715439,061-360-4600,206명,106명,100명,http://goksung.hs.jne.kr,일반계 
영암낭주고등학교,전라남도 영암군 학산면 영산로 76-35,34.729748455678,126.563416150799,061-472-4139,111명,45명,66명,http://ya-nangju.hs.jne.kr/,일반계 
영암여자고등학교,전라남도 영암군 영암읍 여중고길 12,34.8044315557893,126.703411330217,061-473-2674,176명,0명,176명,http://yeongam-g.hs.jne.kr,일반계 
화순이양고등학교,전라남도 화순군 이양면 이양로 100-35,34.8866577067698,126.992024514358,061-372-3166,74명,48명,26명,http://iyang.hs.jne.kr,상업계  | 일반계 
한국말산업고등학교,전라남도 장흥군 대덕읍 도청신월로 155,34.4969444799947,126.883943808147,061-860-8020,51명,33명,18명,http://korhorse.hs.jne.kr,농업계  | 상업계  | 일반계 
여수중앙여자고등학교,전라남도 여수시 덕충6길 79,34.7530893497075,127.732919348016,061-660-5110,546명,0명,546명,http://yscenter.hs.jne.kr,일반계 
지명고등학교,전라남도 신안군 지도읍 해제지도로 1362,35.0633737193248,126.203374315735,061-275-0321,32명,13명,19명,http://jimyung.hs.jne.kr,상업계  | 일반계 
목포성신고등학교,전라남도 목포시 상동로 87-1,34.8164595905853,126.409701550393,061-272-9552,146명,79명,67명,http://mpss.hs.jne.kr/,가사계  | 공업계  | 상업계 
소림학교,전라남도 영암군 삼호읍 저두길 65-7,34.739115881467,126.460095184881,061-462-5532,151명,0명,0명,http://sorim.sc.jne.kr,일반계 
구례고등학교,전라남도 구례군 구례읍 봉성로 15-18,35.2038301475991,127.462732945308,061-780-4700,235명,117명,118명,http://gurye.hs.jne.kr,일반계 
고금고등학교,전라남도 완도군 고금면 고금로684번길 15,34.4008725226014,126.804616414939,061-553-1207,51명,19명,32명,http://gogeum.hs.jne.kr,상업계  | 일반계 
신안해양과학고등학교,전라남도 신안군 압해읍 구항길 41,34.8619239769076,126.314529644074,061-271-4151,100명,64명,36명,http://shinanmarine.hs.jne.kr,상업계  | 수산계  | 일반계 
목포여자고등학교,전라남도 목포시 청호로 34,34.7978802675184,126.385242325364,061-800-8507,474명,0명,474명,http://mokpo-g.hs.jne.kr/,일반계 
순천효산고등학교,전라남도 순천시 삼산로 104,34.9732126734283,127.495482485689,061-750-9500,500명,208명,292명,http://hyosan.hs.jne.kr,가사계  | 상업계 
여천고등학교,전라남도 여수시 가곡길 63,34.7714232141835,127.662405430783,061-690-3500,562명,562명,0명,http://yeocheon.hs.jne.kr,일반계 
한국바둑고등학교,전라남도 순천시 주암면 조달진로 27,35.074815098025,127.240326380758,061-759-1818,90명,81명,9명,http://kbd.hs.jne.kr,공업계  | 일반계  | 체육계 
진도국악고등학교,전라남도 진도군 임회면 석교길 20-4,34.4080871951728,126.190772171449,061-543-3048,61명,22명,39명,http://jindogukak.hs.jne.kr,일반계 
여수공업고등학교,전라남도 여수시 군자길 75,34.7443668826134,127.736376277925,061-660-2504,699명,679명,20명,http://yeosu-th.hs.jne.kr,공업계 공업계 
병영상업고등학교,전라남도 강진군 병영면 하멜로 372,34.7131424502762,126.813605303159,061-432-1006,56명,24명,32명,http://joyschool.hs.jne.kr,상업계 
안좌고등학교,전라남도 신안군 안좌면 중부로 790-7,34.7500263536303,126.129156715999,061-262-7076,78명,52명,26명,http://anjwa.hs.jne.kr,상업계  | 일반계 
전남자연과학고등학교,전라남도 구례군 구례읍 구례로 409,35.1999506482972,127.463117237022,061-782-2691,143명,87명,56명,http://jns.hs.jne.kr,농업계 
고흥영주고등학교,전라남도 고흥군 과역면 송학큰길 83,34.6820897443428,127.356054835828,061-835-0171,13명,7명,6명,http://youngju.hs.jne.kr,공업계  | 일반계 
전남조리과학고등학교,전라남도 곡성군 곡성읍 학교로 71,35.2825789933324,127.287145621912,061-360-2200,175명,98명,77명,http://jcas.hs.jne.kr,가사계  | 공업계  | 농업계 
함평고등학교,전라남도 함평군 함평읍 함영로 1584-28,35.104532068452,126.4922955318,061-323-6013,208명,115명,93명,http://hampyeong.hs.jne.kr,일반계 
전남과학고등학교,전라남도 나주시 금천면 오강길 33,35.0330683414808,126.759062756045,061-330-2300,231명,165명,66명,http://jeonnam-sh.hs.jne.kr,과학계 
도초고등학교,전라남도 신안군 도초면 서남문로 1493,34.7044767979813,125.951751993211,061-270-3910,167명,83명,84명,http://docho.hs.jne.kr,일반계 일반계 
한국창의예술고등학교,전라남도 광양시 중마로 400,34.9488075619671,127.701909602295,061-818-3200,150명,38명,112명,http://koreaarts.hs.jne.kr,예술계 
매성고등학교,전라남도 나주시 쌍산1길 19,35.0285960739003,126.792004990455,320-7651,321명,151명,170명,http://maesung.hs.jne.kr,일반계 
성전고등학교,전라남도 강진군 성전면 별뫼로 367-9,34.6937174489755,126.706401143198,061-432-5208,45명,19명,26명,http://seongjeon.hs.jne.kr,일반계 
창평고등학교,전라남도 담양군 창평면 창평로 582,35.238498005305,127.012395286696,061-380-5201,563명,277명,286명,http://changpyeong.hs.jne.kr,일반계 
고흥고등학교,전라남도 고흥군 고흥읍 학교길 23,34.6062552018359,127.294190542342,061-830-1750,365명,186명,179명,http://goheung.hs.jne.kr/,상업계  | 일반계 
벌교고등학교,전라남도 보성군 벌교읍 채동선로 115,34.8333151957965,127.342290051797,061-859-0100,296명,163명,133명,http://beolgyo.hs.jne.kr,일반계 
순천청암고등학교,전라남도 순천시 녹색로 1641,34.9277292399507,127.48957287172,061-740-6767,586명,0명,586명,http://sca.hs.jne.kr,가사계  | 가사실업계  | 공업계  | 상업계 
약산고등학교,전라남도 완도군 약산면 약산로 366,34.3921384433983,126.89965877908,061-553-8322,47명,19명,28명,http://yaksan.hs.jne.kr,일반계 
여수여자고등학교,전라남도 여수시 관문1길 41,34.7414586491163,127.745807859747,061-663-8070,562명,0명,562명,http://ysgh.hs.jne.kr,일반계 
목상고등학교,전라남도 목포시 소영길 13,34.8057131413914,126.394995629042,061-800-0202,480명,269명,211명,http://moksang.hs.jne.kr,일반계 
진도고등학교,전라남도 진도군 진도읍 동외4길 117-5,34.4882596981239,126.276781192703,061-544-2025,229명,104명,125명,http://jindo.hs.jne.kr/,일반계 
순천고등학교,전라남도 순천시 우석로 191,34.9462886062398,127.487170605491,061-759-7223,718명,718명,0명,http://suncheon.hs.jne.kr,일반계 
전라남도영광고등학교,전라남도 영광군 영광읍 옥당로 13-22,35.2669450377553,126.506589578735,061-350-9002,276명,110명,166명,http://yk.hs.jne.kr,일반계 
목포고등학교,전라남도 목포시 산정로224번길 11,34.8086133300991,126.391803465839,061-800-7010,480명,480명,0명,http://mokpo.hs.jne.kr,일반계 
함평골프고등학교,전라남도 함평군 학교면 학교길 77,35.025964904288,126.536401657768,061-895-0111,102명,69명,33명,http://hamgolf.hs.jne.kr,공업계  | 농업계  | 체육계  | 특성화 
진성여자고등학교,전라남도 여수시 봉강서4길 3,34.7396482604201,127.721373772769,061-640-2103,359명,0명,359명,http://jsg.hs.jne.kr,가사계  | 공업계  | 상업계 
해남고등학교,전라남도 해남군 해남읍 명문길 7,34.5766990922081,126.595083322749,061-530-2700,554명,255명,299명,http://haenam.hs.jne.kr,상업계  | 일반계 
전라남도보성고등학교,전라남도 보성군 보성읍 용문길 48,34.775712926589,127.094213704623,061-850-7777,158명,76명,82명,http://boseong.hs.jne.kr,일반계 
광양하이텍고등학교,전라남도 광양시 광양읍 신재로 106,34.980808793364,127.591044655125,061-760-3010,327명,233명,94명,http://gyh.hs.jne.kr,공업계  | 농업계 
장흥고등학교,전라남도 장흥군 장흥읍 학사길 13,34.6799393184406,126.916183167456,061-863-2704,353명,203명,150명,http://jangheung.hs.jne.kr,일반계 
목포고등학교부설방송통신고등학교,전라남도 목포시 산정로 224번길 11,34.8086133300991,126.391803465839,061-800-7079,185명,37명,148명,http://www.mokpo.hs.kr,일반계 
여수화양고등학교,전라남도 여수시 화양면 화동로 203,34.6891898032279,127.598693578291,061-690-1703,276명,165명,111명,http://hwayang.hs.jne.kr,일반계 
전남보건고등학교,전라남도 함평군 월야면 문화로 685-18,35.1885287236464,126.624340713929,061-323-8368,168명,47명,121명,http://jnmds.hs.jne.kr,가사계  | 공업계  | 일반계 
한국항만물류고등학교,전라남도 광양시 진상면 신시길 177,35.0170238126851,127.71652431046,061-797-0308,236명,186명,50명,http://kpl.hs.jne.kr,공업계  | 상업계  | 일반계 
강진고등학교,전라남도 강진군 강진읍 고성길 15-7,34.6378210876835,126.7585876296,061-430-2600,357명,194명,163명,http://gangjin.hs.jne.kr,일반계 
목포덕인고등학교,전라남도 목포시 죽선로 39-2,34.799538904926,126.37232953738,061-240-6403,473명,473명,0명,http://deogin.hs.jne.kr,일반계 
광양백운고등학교,전라남도 광양시 중마로 250,34.9467751329481,127.691114343212,061-798-9010,555명,260명,295명,http://gwangyangbaekun.hs.jne.kr,일반계 
목포인성학교,전라남도 목포시 영산로692번길 12-7,34.8278661369357,126.425414009815,061-801-0300,135명,0명,0명,http://mpinsung.sc.jne.kr,일반계 
해룡고등학교,전라남도 영광군 영광읍 중앙로 120,35.2684338724495,126.513447997602,061-350-1006,487명,261명,226명,http://haeryong.hs.jne.kr,일반계 
여양고등학교,전라남도 여수시 소라면 덕양로 345,34.7890029543642,127.631433886632,061-689-5870,367명,152명,215명,http://yeoyang.hs.jne.kr,일반계 
목포중앙고등학교,전라남도 목포시 지적로 36,34.8347187963616,126.425853542622,061-281-1475,312명,183명,129명,http://mokpojoongang.hs.jne.kr,공업계  | 상업계 
노화고등학교,전라남도 완도군 노화읍 노화로 763-36,34.1813614282516,126.577694330231,061-553-4845,117명,66명,51명,http://nohwa.hs.jne.kr,상업계  | 일반계 
목포마리아회고등학교,전라남도 목포시 양을로 229,34.813102615095,126.394583794458,061-279-1380,466명,466명,0명,http://marianist.hs.jne.kr/,일반계 
광양햇살학교,전라남도 광양시 옥룡면 옥동길 14,35.0095528036039,127.61858875807,061-798-6400,84명,0명,0명,http://haetsal.sc.jne.kr,일반계 
문향고등학교,전라남도 장성군 장성읍 문화로 94,35.3034632500334,126.768009532699,061-399-3310,239명,105명,134명,http://munhyang.hs.jne.kr,상업계  | 일반계 
목포여자상업고등학교,전라남도 목포시 영산로 413-3,34.8085366710556,126.41200565293,061-280-1508,480명,0명,480명,http://mpgch.hs.jne.kr,상업계 상업계 상업계 
순천전자고등학교,전라남도 순천시 서면 순천로 86,34.9982554572286,127.488005387728,061-750-2513,218명,137명,81명,http://jeonja.hs.jne.kr/,공업계 
목포홍일고등학교,전라남도 목포시 북항로 88,34.8022362075386,126.37551281377,061-242-7784,482명,482명,0명,http://hongil.hs.jne.kr/,일반계 
순천복성고등학교,전라남도 순천시 해룡면 복성길 17,34.9465884149124,127.544300702314,061-720-4800,578명,276명,302명,http://bokseong.hs.jne.kr,일반계 
부영여자고등학교,전라남도 여수시 안산1길 172-9,34.7586043072831,127.650712182446,061-680-7653,634명,0명,634명,http://buyeong.hs.jne.kr,일반계 
삼계고등학교,전라남도 장성군 삼계면 사창로 47,35.2584815021732,126.665482690086,061-394-4442,131명,87명,44명,http://samgye.hs.jne.kr,상업계  | 일반계 
여수고등학교,전라남도 여수시 공화남3길 10,34.7463581835238,127.74539487743,061-690-1301,573명,573명,0명,http://yeosu.hs.jne.kr,일반계 
녹동고등학교,전라남도 고흥군 도양읍 비봉뚝길 108,34.5388242875115,127.142111839743,061-842-0260,240명,141명,99명,http://nokdong.hs.jne.kr,일반계 
전라남도한영고등학교,전라남도 여수시 장군산길 18-43,34.7537134374369,127.714897031846,061-650-4300,582명,582명,0명,http://hanyeong.hs.jne.kr,일반계 
진도실업고등학교,전라남도 진도군 진도읍 교동3길 10,34.48303174099,126.26003676461,061-544-2026,165명,110명,55명,http://jindosilgo.hs.jne.kr,공업계  | 농업계  | 상업계 
전라남도한빛고등학교,전라남도 담양군 대전면 추성1로 501-21,35.2915305617946,126.913136433767,061-383-8340,180명,79명,101명,http://hanbit.hs.jne.kr,일반계  | 특성화 
장흥관산고등학교,전라남도 장흥군 관산읍 당월길 9,34.5589824933174,126.93643341178,061-867-3102,41명,15명,26명,http://gwansan.hs.jne.kr,일반계 
순천공업고등학교,전라남도 순천시 유동길 50,34.955571091525,127.516791415922,061-721-5972,747명,747명,0명,http://sungong.hs.jne.kr,공업계 
광양제철고등학교,전라남도 광양시 마로니에길 61,34.9465890261893,127.727132316205,061-798-1110,613명,307명,306명,http://gwangcheol.hs.jne.kr,일반계 
여남고등학교,전라남도 여수시 남면 우실해안길 5,34.5122625206764,127.767976489534,061-660-0320-7,54명,29명,25명,http://yeonam.hs.jne.kr,일반계 
벌교상업고등학교,전라남도 보성군 벌교읍 홍암로 61,34.8466786908583,127.349567104254,061-859-7633,98명,14명,84명,http://beolgyoc.hs.jne.kr,가사계  | 공업계  | 상업계  | 일반계 
목포공업고등학교,전라남도 목포시 용당로 100,34.7960732305031,126.403867811399,061-800-7100,563명,502명,61명,http://mokpo-mt.hs.jne.kr,공업계 
순천제일고등학교,전라남도 순천시 중앙로 491-8,34.9886332719612,127.488527563158,061-750-2810,562명,270명,292명,http://scjeil.hs.jne.kr,일반계 
전라남도광남고등학교,전라남도 나주시 남평읍 남평향교길 19,35.0385306687451,126.844253181721,061-331-0807,96명,65명,31명,http://gwangnam.hs.jne.kr,일반계 
순천고등학교부설방송통신고등학교,전라남도 순천시 우석로 191,34.9462886062398,127.487170605491,061-759-7271,224명,58명,166명,http://suncheon.hs.jne.kr,일반계 
여수여명학교,전라남도 여수시 소라면 화양로 1965,34.7537717612414,127.626976982937,061-808-3804,199명,0명,0명,http://yeomyeong.sc.jne.kr/,일반계 
하의고등학교,전라남도 신안군 하의면 곰실길 11-8,34.6060385659121,126.037114214042,061-275-4019,14명,4명,10명,http://hi-go.hs.jne.kr,일반계 
순천팔마고등학교,전라남도 순천시 삼산로 140,34.9747666213792,127.49793431477,061-804-2010,563명,264명,299명,http://palma.hs.jne.kr,일반계 
함평학다리고등학교,전라남도 함평군 함평읍 영수길 55,35.0603902047346,126.5147446909,061-895-0500,310명,144명,166명,http://hakdari.hs.jne.kr,일반계 
나주이화학교,전라남도 나주시 산포면 세남로 1354,35.0113025127986,126.82323722351,061-334-9033,124명,0명,0명,http://ihwa.sc.jne.kr,일반계 
영광공업고등학교,전라남도 영광군 영광읍 월현로 34,35.2788864197444,126.502080066368,061-872-0000,217명,137명,80명,http://yeongkwang.hs.jne.kr,공업계  | 농업계  | 상업계 
담양고등학교,전라남도 담양군 담양읍 천변7길 11,35.3141840131234,126.980887938761,061-380-8913,256명,122명,134명,http://damyang.hs.jne.kr,일반계 
영광전자고등학교,전라남도 영광군 염산면 칠산로 98-27,35.2228292622977,126.371277131848,061-352-9662,44명,33명,11명,http://ykelec.hs.jne.kr,공업계 
순천매산고등학교,전라남도 순천시 영동길 58,34.9574644385251,127.480475031729,061-750-0111,678명,678명,0명,http://maesan.hs.jne.kr,일반계 
여수석유화학고등학교,전라남도 여수시 대통1길 45,34.7787279288655,127.643161208609,061-6880-710,277명,245명,32명,http://yspetchem.hs.jne.kr,공업계 
구림공업고등학교,전라남도 영암군 군서면 왕인로 453,34.7598902670722,126.62633710904,061-471-6311,135명,114명,21명,http://gurim-tech.hs.jne.kr/,공업계 
덕수학교,전라남도 강진군 성전면 예향로 181-13,34.7075273982803,126.707095163984,061-432-4901,99명,0명,0명,http://duksu.sc.jne.kr/,일반계 
완도금일고등학교,전라남도 완도군 금일읍 금일로 420,34.3494010297718,127.032439279955,061-555-2673,43명,18명,25명,http://geumil.hs.jne.kr,일반계 
전남생명과학고등학교,전라남도 강진군 강진읍 교촌길 23,34.6477042132121,126.776996130809,061-430-6200,280명,195명,85명,http://jn-life.hs.jne.kr,농업계 농업계 
한울고등학교,전라남도 곡성군 목사동면 주목로 713,35.1173585690172,127.298095238935,0613600101,42명,22명,20명,http://hanwool.hs.jne.kr,일반계  | 특성화 
장성고등학교,전라남도 장성군 장성읍 영천월산길 63,35.3093438868933,126.798192484481,061-393-8387,413명,262명,151명,http://jangseong.hs.jne.kr,일반계 
해남공업고등학교,전라남도 해남군 해남읍 남외2길 7,34.5726604692438,126.592969754946,061-535-4404,419명,255명,164명,http://haenam-tech.hs.jne.kr,공업계 
전라남도금성고등학교,전라남도 나주시 건재로 41,35.0380384028771,126.712290952828,061-332-3916,365명,238명,127명,http://njgs.hs.jne.kr,일반계 
순천매산여자고등학교,전라남도 순천시 매산길 43,34.9586858150744,127.481315245933,061-752-6222,616명,0명,616명,http://msgh.hs.jne.kr,일반계 
나주상업고등학교,전라남도 나주시 함박산길 23-4,35.0426959396498,126.722410955453,061-334-4602,188명,53명,135명,http://njc.hs.jne.kr,상업계  | 일반계 
