,주소,위도,경도,전화번호,재학생 수,남학생 수,여학생 수,홈페이지,계열
청주성신학교,충청북도 청주시 흥덕구 서부로 837-42,36.5979032486138,127.3992047544,043-266-7976,213명,0명,0명,http://school.cbe.go.kr/cjss,일반계 
충청북도 서원고등학교,경기도 용인시 수지구 상현로42번길 26-7,37.302478728882,127.081179278288,031-276-7022,1080명,561명,519명,http://www.seowon.hs.kr/home/index.do,일반계 
제천고등학교,충청북도 제천시 칠성로 105,37.1430874856111,128.217945157962,043-643-9905,533명,533명,0명,http://school.cbe.go.kr/jecheon-h,일반계 
영동산업과학고등학교,충청북도 영동군 영동읍 학산영동로 1213,36.1725454084478,127.771179874529,043-740-2500,138명,91명,47명,http://school.cbe.go.kr/ydis-h,공업계  | 농업계 
충북여자고등학교,충청북도 청주시 서원구 무심서로 377-2,36.6253821789728,127.484166941894,043-287-3701,750명,0명,750명,http://www.chungbuk-g.kr,일반계 
충북비즈니스고등학교,충청북도 증평군 증평읍 중앙로 132,36.777914102942,127.578419278751,043-836-4385,313명,171명,142명,http://school.cbe.go.kr/cbbh-h,상업계 
청주외국어고등학교,충청북도 청주시 흥덕구 장구봉로 107,36.6255021968441,127.444490523583,043-717-3546,467명,149명,318명,http://cfl.hs.kr,외국어계 
영동미래고등학교,충청북도 영동군 영동읍 대학로 10,36.1780923776472,127.779595889939,043-742-3653,237명,125명,112명,http://school.cbe.go.kr/ydmirae-h/M01,가사실업계  | 상업계 
옥천고등학교,충청북도 옥천군 옥천읍 중앙로 115,36.3083892179424,127.570042109829,043-733-3543,565명,310명,255명,http://school.cbe.go.kr/okchungo-h,일반계 
진천고등학교,충청북도 진천군 진천읍 문화12길 48,36.8539549015877,127.449954174924,043-530-3600,504명,283명,221명,http://school.cbe.go.kr/jcg-h,일반계 
보은여자고등학교,충청북도 보은군 보은읍 보은로 223,36.494720126706,127.716103282459,043-542-3978,119명,0명,119명,http://school.cbe.go.kr/boeung-h,일반계 
제천디지털전자고등학교,충청북도 제천시 봉양읍 팔송로 84,37.1413223306765,128.115699910332,043-647-4391,140명,83명,57명,http://school.cbe.go.kr/jde-h,가사실업계  | 공업계 
충주성모학교,충청북도 충주시 방아길 48-9,36.950070754204,127.940435593002,043-852-1374,55명,0명,0명,http://www.chungjusm.sc.kr,일반계 
충북반도체고등학교,충청북도 음성군 금왕읍 무극로 393-1,36.9945688918431,127.606894529842,043-871-5190,349명,291명,58명,http://school.cbe.go.kr/cbsemi-h/,공업계 
보은정보고등학교,충청북도 보은군 보은읍 성주길 27,36.4909989092296,127.735284102527,043-544-3804,32명,21명,11명,http://school.cbe.go.kr/boeuni-h,상업계  | 전문계 
충북고등학교,충청북도 청주시 서원구 청남로 1969,36.6085421359283,127.481714419812,043-299-2300,718명,718명,0명,http://school.cbe.go.kr/chungbukgo-h,일반계 
단양고등학교,충청북도 단양군 단양읍 수변로 2,36.9760545214168,128.366515598771,043-422-3522,360명,181명,179명,http://school.cbe.go.kr/danyang-h/M01,일반계 
충북대학교사범대학부설고등학교,충청북도 청주시 흥덕구 장구봉로41번길 12,36.623926800156,127.438518408288,043-249-2114,522명,265명,257명,http://school.cbe.go.kr/cbnu-h,일반계 
청주여자고등학교,충청북도 청주시 청원구 충청대로107번길 82,36.6677400797657,127.489702042316,043-211-4926,841명,0명,841명,http://school.cbe.go.kr/cheongjug-h,일반계 
충청북도 매괴고등학교,충북 음성군 감곡면 매괴길 10,37.1206759359742,127.640655773393,043-881-3188,333명,154명,179명,http://school.cbe.go.kr/maegoe-h/M01,상업계  | 일반계 
청주IT과학고등학교,충청북도 청주시 서원구 현도면 죽암도원로 34-13,36.5218886463265,127.436616818908,043-269-3231,393명,242명,151명,http://school.cbe.go.kr/cjits-h,상업계 
청산고등학교,충청북도 옥천군 청산면 청산로 92,36.3492308428659,127.795181257967,043-732-8177,69명,35명,34명,http://school.cbe.go.kr/chongsan-h/M01,일반계 
상당고등학교,충청북도 청주시 상당구 월평로238번길 3-10,36.6064196497867,127.508618603737,043-270-9399,780명,324명,456명,http://school.cbe.go.kr/sangdang-h,일반계 
충북체육고등학교,충청북도 진천군 문백면 도하3길 120,36.7630863651617,127.434729719551,043-531-8005,225명,161명,64명,http://www.cbp.hs.kr,체육계 
충북에너지고등학교,충청북도 청주시 상당구 미원면 미원초정로 27,36.6398019171517,127.657147848856,"043-290-7601,7602",222명,183명,39명,http://www.cbenergy.hs.kr,공업계 
청주농업고등학교,충청북도 청주시 청원구 내덕로 45,36.6585279567199,127.485436844699,043-229-5700,695명,368명,327명,http://school.cbe.go.kr/cjagh-h,농업계 
글로벌선진학교,충청북도 음성군 원남면 원중로 406-9,36.8766351730084,127.6112718797,043-871-7091,176명,101명,75명,http://www.gvcs-es.org,대안  | 일반계 
청주혜원학교,충청북도 청주시 상당구 중고개로248번길 25,36.6265212746821,127.511371560934,043-286-6881,324명,0명,0명,http://school.cbe.go.kr/cjhyewon-s,일반계 
충북산업과학고등학교,충청북도 옥천군 옥천읍 중앙로 144,36.3094763107577,127.576337083405,043-733-2992,251명,123명,128명,http://www.cbis.hs.kr,공업계  | 상업계 
숭덕학교,충청북도 충주시 충원대로 490,36.9715981687137,127.909609082783,043-852-6943,123명,0명,0명,http://school.cbe.go.kr/sungdeok-s/M01,일반계 
청주대성고등학교,충청북도 청주시 청원구 대성로300번길 18,36.653785456693,127.49068518382,043-215-4911,746명,321명,425명,http://school.cbe.go.kr/cjds-h,상업계  | 일반계 
오창고등학교,충청북도 청주시 청원구 오창읍 괴정1길 10,36.7341991033474,127.461651361493,043-217-8774,429명,254명,175명,http://school.cbe.go.kr/ochang-h/,일반계 
충주혜성학교,충청북도 충주시 노은면 감노로 1057,37.0513741563767,127.715329517048,043-870-4702,106명,0명,0명,http://school.cbe.go.kr/cjhs-s,일반계 
충북공업고등학교,충청북도 청주시 흥덕구 서부로1205번길 52,36.6127606390729,127.43139607022,043-230-5100,760명,713명,47명,http://school.cbe.go.kr/cbt-h/,공업계 
제천여자고등학교,충청북도 제천시 내제로6길 13,37.1363805358905,128.204690339384,043-644-8325,527명,0명,527명,http://school.cbe.go.kr/jcgirl-h/,일반계 
세명고등학교,충청북도 제천시 세명로 88,37.1831302375705,128.197790661501,043-643-5717,535명,277명,258명,http://semyung.hs.kr,일반계 
청주혜화학교,충청북도 청주시 서원구 남이면 구암길 52-7,36.5923642706788,127.409838988066,043-233-0163,83명,0명,0명,http://school.cbe.go.kr/cjhyehwa-s,일반계 
꽃동네학교,충청북도 음성군 맹동면 원중로1119번길 42,36.8906152831342,127.566084426172,043-882-7700,152명,0명,0명,http://www.kkot.sc.kr,일반계 
은여울고등학교,충청북도 진천군 문백면 농다리로 536-45,36.7944015002851,127.486350961482,043-530-5806,21명,9명,12명,http://school.cbe.go.kr/,대안 
대성여자상업고등학교,충청북도 청주시 상당구 대성로 220,36.645376586986,127.492282507756,043-253-7422,632명,0명,632명,http://school.cbe.go.kr/cds-h/M01,상업계 상업계 
충북상업정보고등학교,충청북도 청주시 청원구 율천북로 73,36.6646104762916,127.479380658107,043-219-0320,472명,276명,196명,http://school.cbe.go.kr/cbci-h/,상업계 상업계 
주성고등학교,충청북도 청주시 상당구 호미로 310,36.634832585076,127.510651180959,285-3902,757명,331명,426명,http://www.juseong.hs.kr,일반계 
충주상업고등학교,충청북도 충주시 방아길 20,36.9467218549611,127.937921958573,043-844-3322,448명,268명,180명,http://chungju-ch.hs.kr,상업계 
