,주소,위도,경도,전화번호,재학생 수,남학생 수,여학생 수,홈페이지,계열
모계고등학교,경상북도 청도군 화양읍 청화로 67,35.6494626029766,128.735991516673,054-373-2707,342명,188명,154명,http://mogye.hs.kr,일반계 
금성고등학교,경상북도 의성군 금성면 금성현서로 41-66,36.2544164467016,128.690146982158,054-834-0183,44명,24명,20명,http://school.gyo6.net/kbgsms,일반계 
포항여자고등학교,경상북도 포항시 북구 장미길 10,36.0506408374763,129.364311758629,054-250-5855,603명,0명,603명,http://school.gyo6.net/poyogohs,일반계 
포항장성고등학교,경상북도 포항시 북구 법원로 117,36.0858961643775,129.384585987793,054-250-0702,602명,272명,330명,http://school.gyo6.net/phjshs,일반계 
포항흥해공업고등학교,경상북도 포항시 북구 흥해읍 동해대로1475번길 42,36.1071263000223,129.338538102889,054-261-1121,468명,457명,11명,http://school.gyo6.net/heunghae-th,공업계  | 기계금속자동차계  | 전기전자통신계 
안동고등학교부설방송통신고등학교,경상북도 안동시 강남로 550,36.5438229886768,128.760081143063,054-858-2945,77명,24명,53명,http://cyber.hs.kr/achs/andong/,일반계 일반계 
경상북도 세화고등학교,서울특별시 서초구 신반포로 56-7,37.5019964569165,126.994230013893,02-594-8721,1057명,1057명,0명,http://www.sehwa.hs.kr,일반계 
경상북도 경안고등학교,경기도 안산시 단원구 당곡로 93,37.325190934122,126.834927209555,031-483-1833,961명,474명,487명,http://kyungan.hs.kr,일반계 
한국생명과학고등학교,경상북도 안동시 하이마로 385,36.5504689141289,128.688128758949,054-840-2500,325명,226명,99명,http://school.gyo6.net/hansaenghs/,공동실습소  | 농업계 
한국펫고등학교,경상북도 봉화군 봉화읍 내성천1길 18,36.8868765050939,128.734621987752,054-673-2811,128명,23명,105명,http://school.gyo6.net/koreapet,농업계  | 상업계 
구미정보고등학교,경상북도 구미시 검성로 143,36.1185935773875,128.434230273512,054-475-3600,217명,121명,96명,http://school.gyo6.net/gumi-infohs,상업계 
경구고등학교,경상북도 구미시 봉곡로9길 25,36.1485410715556,128.307608992659,054-442-0300,706명,706명,0명,http://school.gyo6.net/kghs,일반계 
경북외국어고등학교,경상북도 구미시 금오산로 198-10,36.1245026729436,128.32208990413,054-458-2011,333명,90명,243명,http://school.gyo6.net/gyeongbuk-fl,외국어계  | 일반계 
무산고등학교,경상북도 경주시 건천읍 천포방내길 18,35.8447814545739,129.09611671198,054-751-0207,61명,45명,16명,http://school.gyo6.net/musan,일반계 
경주화랑고등학교,경상북도 경주시 양북면 장항재동길 41,35.7943155931208,129.387641435933,054-771-2355,71명,50명,21명,http://school.gyo6.net/hwarang,대안  | 일반계 
동지여자고등학교,경상북도 포항시 북구 용흥로 123,36.0386046793273,129.346724605118,054-231-1101,560명,0명,560명,http://school.gyo6.net/djghs,상업계  | 일반계 
화령고등학교,경상북도 상주시 화서면 중화로 2187,36.4424521073957,127.945894157394,054-533-0303,47명,19명,28명,http://hwaryeong.school.gyo6.net,일반계 
영주고등학교,경상북도 영주시 이산로 31,36.8227018154343,128.641298236064,054-634-5771,214명,214명,0명,http://school.gyo6.net/yeongjuhs,일반계 
하양여자고등학교,경상북도 경산시 하양읍 지식산업로8길 21,35.9296765139468,128.826075966696,053-851-3013,486명,0명,486명,http://school.gyo6.net/hayanghs,일반계 
한국국제통상마이스터고등학교,경상북도 경주시 감포읍 감포로12길 20,35.8107885090927,129.506153477167,054-744-3631,160명,84명,76명,http://school.gyo6.net/gampohs,상업계  | 일반계 
동지고등학교,경상북도 포항시 북구 용흥로 123,36.0386046793273,129.346724605118,054-244-7003,582명,582명,0명,http://school.gyo6.net/dongjihs,일반계 
문명고등학교,경상북도 경산시 경청로230길 30,35.8050321520574,128.745139431877,053-813-7312,447명,447명,0명,http://school.gyo6.net/munmyeonghs,일반계 
성창여자고등학교,경상북도 안동시 석수길 53,36.5787438048153,128.712618883535,054-852-1451,131명,0명,131명,http://school.gyo6.net/seongchang,일반계 
안동진명학교,경상북도 안동시 평화7길 33,36.568375870127,128.715617740162,054-852-3282,152명,0명,0명,http://school.gyo6.net/adjm,일반계 
경상북도 장산초등학교병설유치원,광주광역시 남구 회서로 27,35.1305265383239,126.894831622714,062-650-2358,09:00~19:00,0명,0명,http://k-jangsan.gen.es.kr,일반계 
구미여자고등학교,경상북도 구미시 문장로 114,36.1444479001964,128.331691465409,054-452-0052,642명,0명,642명,http://school.gyo6.net/gumigirlhs,일반계 
영주제일고등학교,경상북도 영주시 신재로 36,36.8329251058021,128.609142746528,054-639-4520,444명,444명,0명,http://www.yeongjujeil.hs.kr,공업계  | 일반계 
청송중학교부동분교장,경상북도 청송군 주왕산면 부동로 1011-28,36.3580023416095,129.157433947904,054-873-2806,6명,4명,2명,http://school.gyo6.net/budong,일반계 
경북세무고등학교,경상북도 포항시 북구 기계면 기계로 218,36.077366967119,129.196080073932,054-243-2203,81명,31명,50명,http://school.gyo6.net/gts,상업계  | 일반계  | 전문계 
경북기계명장고등학교,경상북도 칠곡군 지천면 신동로 99,35.9584759954113,128.48391188166,054-972-2461,189명,189명,0명,http://school.gyo6.net/gbmmhs,공업계  | 일반계 
성의여자고등학교,경상북도 김천시 평화순환길 250-11,36.1196128852569,128.11331861749,054-432-6773,258명,0명,258명,http://school.gyo6.net/seongui-g,상업계  | 일반계 
경상북도 영양여자고등학교,경북 영양군 영양읍 영양창수로 141,36.6618911500077,129.129036794353,054-680-7002,156명,0명,156명,http://www.yyg.hs.kr,일반계 
경상북도 율곡고등학교,경기도 파주시 법원읍 사임당로 905,37.8479916799647,126.881304298938,031-958-0832,382명,253명,129명,http://yulgok.hs.kr,일반계 
경북소프트웨어고등학교,경상북도 의성군 봉양면 봉호로 14,36.3031116869934,128.584900444211,054-832-2903,168명,134명,34명,https://school.gyo6.net/gbsw,상업계  | 전자미디어계 
점촌고등학교,경상북도 문경시 점고길 50,36.5962844810343,128.182053188875,054-553-7306,319명,158명,161명,http://school.gyo6.net/jchsl,일반계 
경상북도 금천고등학교,서울특별시 금천구 시흥대로38길 26,37.4448950223082,126.904901769267,02-896-3181,676명,297명,379명,http://Geumcheon.sen.hs.kr,일반계 
경주공업고등학교,경상북도 경주시 금성로 209,35.8355557457851,129.205104564985,054-778-7800,305명,252명,53명,http://school.gyo6.net/kjth,건설계  | 공동실습소  | 공업계  | 기계금속자동차계  | 전기전자통신계  | 화공계 
안동여자고등학교,경상북도 안동시 법상윗3길 32,36.5729652418476,128.726028067159,054-841-4091,373명,0명,373명,http://school.gyo6.net/andong-gh,일반계 
김천예술고등학교,경상북도 김천시 한일길 11-30,36.1377403479595,128.095843776917,054-431-7004,199명,65명,134명,http://school.gyo6.net/gcarts,예술계  | 일반계 
사동고등학교,경상북도 경산시 삼성현로91길 36,35.8090357930729,128.751407658167,053-819-8241,779명,235명,544명,http://sadonggo.school.gyo6.net,일반계 
상주공업고등학교,경상북도 상주시 낙양1길 29,36.4066500623691,128.146222376581,054-532-3416,519명,519명,0명,http://school.gyo6.net/sanggong,건설계  | 공업계  | 공업계공통  | 기계금속자동차계  | 전기전자통신계 
근화여자고등학교,경상북도 경주시 승삼2길 55,35.8705846632958,129.227317227236,070-4708-0100,485명,0명,485명,http://school.gyo6.net/geunhwahs,일반계 
영주동산고등학교,경상북도 영주시 영봉로 49,36.8185953206308,128.645559806723,054-630-7514,278명,41명,237명,http://www.ds.hs.kr,가사계  | 상업계  | 전문계 
영천성남여자고등학교,경상북도 영천시 남촌길 17,35.9492794015542,128.931796241655,054-331-7109,262명,0명,262명,http://ycsnhs.school.gyo6.net,상업계  | 일반계 
상주고등학교,경상북도 상주시 상산로 117,36.4024951635092,128.159645764348,054-530-9100,382명,382명,0명,http://school.gyo6.net/sangju,일반계 
구미산동고등학교,경상북도 구미시 산동읍 신당인덕2로 11,36.1591502546952,128.436367992469,054-715-7900,598명,285명,313명,http://school.gyo6.net/gumisandonghs,일반계 
구미여자상업고등학교,경상북도 구미시 형곡로38길 9-14,36.1075692409086,128.342144389857,054-452-2757,307명,0명,307명,http://school.gyo6.net/gys,상업계 상업계 
함창고등학교,경상북도 상주시 함창읍 함창중앙로 85,36.5678144495088,128.173966109062,054-541-2297,265명,166명,99명,http://school.gyo6.net/hamchanghs,일반계 
경희학교,경상북도 경주시 초당길15번길 15,35.8473164826273,129.231332044093,054-749-1542,110명,0명,0명,http://school.gyo6.net/gyeonghui,일반계 
경북조리과학고등학교,경상북도 문경시 문경읍 향교길 20,36.7390164459725,128.114508493989,054-572-0300,192명,99명,93명,http://school.gyo6.net/mgtour,가사계  | 상업계 
경북식품과학마이스터고등학교,경상북도 영천시 신녕면 찰방길 8,36.043021729779,128.780492103317,054-332-0474,164명,76명,88명,http://school.gyo6.net/gfsm,농업계  | 상업계 
약목고등학교,경상북도 칠곡군 약목면 무림1길 6-26,36.0271581149732,128.372069488503,054-974-4814,277명,147명,130명,http://school.gyo6.net/yakmokhs/,일반계 
김천고등학교,경상북도 김천시 송설로 90,36.1234310880111,128.093995475096,054-429-9700,629명,629명,0명,http://gimcheon.hs.kr,일반계 
봉화고등학교,경상북도 봉화군 봉화읍 내성로 138,36.8960374228722,128.739969326215,054-679-3355,257명,109명,148명,http://school.gyo6.net/bonghwahs,일반계 
고령고등학교,경상북도 고령군 고령읍 우륵로 63,35.7356519112933,128.270100461365,054-956-3042,112명,74명,38명,http://school.gyo6.net/goryeong,가사계  | 공업계  | 공업계공통  | 기계금속자동차계  | 농업계  | 상업계  | 일반계  | 전문계 
경북항공고등학교,경상북도 영주시 풍기읍 금계로 90,36.880338319044,128.526668229616,054-636-2701,309명,309명,0명,http://경북항공고.한국,공업계  | 공업계공통  | 기계금속자동차계  | 전기전자통신계  | 항공계 
포항이동고등학교,경상북도 포항시 남구 희망대로 412,36.029686961431,129.333505876835,054-278-8063,590명,262명,328명,http://school.gyo6.net/idonghs,일반계 
경북드론고등학교,경상북도 청도군 풍각면 헐티로 185,35.6412249311537,128.620778196913,054-370-9300,167명,149명,18명,http://school.gyo6.net/cdehs,공업계  | 전기전자통신계 
영광여자고등학교,경상북도 영주시 숫골길23번길 39,36.8319834481771,128.621192215906,054-634-5303,466명,0명,466명,http://www.yg.hs.kr,일반계 
영천전자고등학교,경상북도 영천시 화남면 천문로 1709,36.0683830578339,128.897873977797,054-337-3502,181명,177명,4명,http://school.gyo6.net/yeongcheon-e,공업계  | 공업계공통  | 전기전자통신계 
명인고등학교,경상북도 성주군 선남면 도성2길 4,35.8858382328298,128.364220588919,054-933-1080,185명,100명,85명,http://myin.hs.kr,가사계  | 상업계 
형곡고등학교,경상북도 구미시 형곡동로2길 12-13,36.1015000931525,128.338459575527,054-443-0770,728명,394명,334명,http://school.gyo6.net/hyeonggokhs,일반계 
청도고등학교,경상북도 청도군 청도읍 청화로 219-21,35.6407363188307,128.747931061529,054-372-9337,278명,157명,121명,http://school.gyo6.net/cheongdohs,일반계 
한국원자력마이스터고등학교,경상북도 울진군 평해읍 월송정로 422,36.7431080358813,129.46349357748,054-789-8000,217명,217명,0명,http://pyth.school.gyo6.net,건설계  | 공업계  | 공업계공통  | 기계금속자동차계  | 전기전자통신계 
포항고등학교,경상북도 포항시 북구 아호로 50,36.0573739546897,129.370525100277,054-613-4500,587명,587명,0명,http://school.gyo6.net/pohanghs,일반계 
경북자연과학고등학교,경상북도 상주시 공성면 문화마을길 23,36.2793128100529,128.094276374206,054-532-3910,176명,118명,58명,http://school.gyo6.net/gbns,공업계  | 농생명계  | 일반계  | 전문계 
포은고등학교,경상북도 영천시 금호읍 성천앞길 112-53,35.9394564368161,128.878647114429,054-332-6564,47명,22명,25명,http://school.gyo6.net/geumho,일반계 
상지여자상업고등학교,경상북도 상주시 함창읍 함창중앙로 176,36.5693224999402,128.185150424229,054-541-3081,204명,0명,204명,http://school.gyo6.net/sangjihs,가사계  | 상업계  | 일반계 
포항해양과학고등학교,경상북도 포항시 북구 여남포길21번길 18,36.0741880377188,129.406198256002,054-252-0111,167명,141명,26명,http://school.gyo6.net/pomash,수산계  | 수산해양계 
성주여자고등학교,경상북도 성주군 성주읍 성주여중고길 19,35.9162148675188,128.282074445983,054-933-1702,259명,0명,259명,http://school.gyo6.net/school,상업계  | 일반계 
경북과학고등학교,경상북도 포항시 북구 우미길 93,36.0468303263747,129.351585420241,054-240-2600,102명,76명,26명,http://school.gyo6.net/kbs,과학계  | 일반계 
현일고등학교,경상북도 구미시 고아읍 선산대로 656,36.187201492022,128.349288035274,054-454-1987,713명,287명,426명,http://school.gyo6.net/hyunilhs,일반계 
포항명도학교,경상북도 포항시 북구 소티재로 133,36.0627838013716,129.352026149358,054-248-5370,239명,0명,0명,http://school.gyo6.net/phmd,일반계 
김천생명과학고등학교,경상북도 김천시 부거리길 310,36.136326693313,128.10217795416,054-420-5140,301명,250명,51명,http://gimnong.school.gyo6.net,공업계  | 공업계공통  | 기계금속자동차계  | 농업계  | 전문계 
성주고등학교,경상북도 성주군 성주읍 성주고교길 79,35.9380334453901,128.274697812115,054-933-2810,253명,253명,0명,http://school.gyo6.net/sjump,공업계  | 농업계  | 일반계 일반계 
경주고등학교,경상북도 경주시 원효로 231,35.8431589892326,129.226680742651,054-775-9669,594명,594명,0명,http://school.gyo6.net/gyeongjuhs,일반계 
포항제철공업고등학교,경상북도 포항시 남구 지곡로 150,36.0222057922203,129.327073530966,054-279-4613,542명,542명,0명,http://school.gyo6.net/pocheoltechhs,공업계  | 공업계공통  | 기계금속자동차계  | 전기전자통신계 
한국산림과학고등학교,경상북도 봉화군 춘양면 서원촌길 8-14,36.9478629666061,128.91411100942,054-673-3068,127명,87명,40명,http://school.gyo6.net/korea-forest/,농생명계  | 농업계  | 상업계 
상산전자고등학교,경상북도 상주시 상산로 430,36.4300916340294,128.161316999103,054-532-1515,130명,119명,11명,http://school.gyo6.net/sangsanhs,공업계  | 기계금속자동차계  | 전기전자통신계 
효청보건고등학교,경상북도 경주시 외동읍 모화남1길 26-132,35.6720561582299,129.340854510535,054-773-0033,225명,137명,88명,http://school.gyo6.net/hyochung,가사계  | 상업계  | 일반계 
문화고등학교,경상북도 경주시 충현로 98,35.853388037662,129.168701300852,054-742-2544,587명,587명,0명,http://school.gyo6.net/moonhwa,일반계 
경상북도 영동고등학교,서울특별시 강남구 선릉로 742,37.5213890143821,127.043739258782,02-542-5071,797명,797명,0명,http://yd.sen.hs.kr,일반계 
진보고등학교,경상북도 청송군 진보면 진성로 25,36.5328389684782,129.041466280226,054-874-2624,57명,27명,30명,http://school.gyo6.net/jinboms,공업계  | 기계금속자동차계  | 상업계  | 일반계 
경주예일고등학교,경상북도 경주시 안강읍 화전길 62-8,35.9933895964947,129.210826848847,070-7113-7331,319명,65명,254명,http://school.gyo6.net/gj-yale,일반계 
성희여자고등학교,경상북도 안동시 강남로 246,36.5515310931135,128.729144177564,054-858-7766,324명,0명,324명,http://school.gyo6.net/seonghui,일반계 
도개고등학교,경상북도 구미시 도개면 도안로 120,36.301512194751,128.330169807421,054-474-1051,361명,217명,144명,http://dogae.hs.kr,일반계 
선산고등학교,경상북도 구미시 선산읍 단계서4길 18,36.2482011485738,128.295062273611,054-481-0763,265명,139명,126명,http://school.gyo6.net/seonsanhs,상업계  | 일반계 
금오공업고등학교,경상북도 구미시 구미대로30길 59,36.1180867845181,128.369745386956,054-461-1683,539명,539명,0명,http://www.koths.or.kr,공동실습소  | 공업계  | 기계금속자동차계  | 전기전자통신계 
의성여자고등학교,경상북도 의성군 의성읍 북원3길 35,36.3611986648758,128.696951751381,054-832-0436,157명,0명,157명,http://school.gyo6.net/usghs,일반계 
진량고등학교,경상북도 경산시 진량읍 대학로 1051,35.8772733437701,128.811015472454,053-853-0203,534명,214명,320명,https://school.gyo6.net/jinryanghs,일반계 일반계 
문경공업고등학교,경상북도 문경시 영신로 65,36.5953444567,128.207391745465,054-550-1563,183명,152명,31명,http://school.gyo6.net/mungyeong-th,건설계  | 공업계  | 기계금속자동차계  | 전기전자통신계 
한국미래농업고등학교,경상북도 상주시 모동면 덕곡1길 13,36.3254066016261,127.96085893682,054-533-4080,72명,54명,18명,http://school.gyo6.net/kfa,상업계  | 일반계  | 전문계 
경북과학기술고등학교,경상북도 김천시 아포읍 아포대로 1053,36.1597694988767,128.244538352458,054-429-0500,185명,177명,8명,http://school.gyo6.net/gsths/,공업계  | 기계금속자동차계  | 전기전자통신계 
안동영명학교,경상북도 안동시 북후면 산약길 12,36.6214728826737,128.709457010658,054-841-8200,193명,0명,0명,http://school.gyo6.net/andongsc,일반계 
김천여자고등학교,경상북도 김천시 모암사랑10길 9,36.1274363077859,128.121646938693,054-420-7540,388명,0명,388명,http://school.gyo6.net/kcgh,일반계 
울릉고등학교,경상북도 울릉군 울릉읍 울릉순환로 236,37.4929945897165,130.907353472762,054-791-2734,72명,35명,37명,http://school.gyo6.net/ul,상업계  | 수산계  | 수산해운계  | 일반계 
이서고등학교,경상북도 청도군 이서면 학산1길 22,35.6624946716617,128.668461438489,054-372-4593,383명,161명,222명,http://eseoh.hs.kr,일반계 
안강전자고등학교,경상북도 경주시 안강읍 안강중앙로 269,35.9927859257378,129.229803372691,070-7113-7737,96명,80명,16명,http://angang.hs.kr,공업계  | 전기전자통신계 
안계고등학교,경상북도 의성군 안계면 용기9길 9,36.3833426444706,128.433908873198,054-861-1928,69명,32명,37명,http://school.gyo6.net/angyehs,일반계 
경상북도 풍산고등학교,경기도 하남시 덕풍서로 11,37.5511329210708,127.199687075613,031-790-0900,652명,322명,330명,http://www.p-s.hs.kr,상업계  | 일반계 
경상북도 영덕고등학교,경기도 수원시 영통구 매영로 334,37.2524221904093,127.068471650174,031-201-9100,954명,458명,496명,http://www.yeongdeok.hs.kr,농업계  | 일반계 
동명고등학교,경상북도 칠곡군 동명면 백송로 797,35.9851772691063,128.549309028192,054-976-6351,53명,30명,23명,http://dmhs.school.gyo6.net,일반계 
경상북도 영일고등학교,서울특별시 강서구 등촌로51가길 26,37.5472872620345,126.86205890011,02-2653-8134,817명,817명,0명,http://youngil.sen.hs.kr,일반계 
선덕여자고등학교,경상북도 경주시 양정로 20-11,35.838621470585,129.224227510487,054-746-2710,523명,0명,523명,http://school.gyo6.net/seondeokhs,상업계  | 일반계 
포항영신고등학교,경상북도 포항시 북구 소티재로 107,36.0594525317445,129.351381011699,054-250-7750,437명,437명,0명,http://school.gyo6.net/physhs,일반계 
상모고등학교,경상북도 구미시 박정희로 60-22,36.0844957469785,128.351716043831,054-714-1000,689명,313명,376명,http://school.gyo6.net/sangmohs,일반계 
군위고등학교,경상북도 군위군 군위읍 군청로 254-6,36.2454746255494,128.569789933564,054-383-2783,257명,128명,129명,http://school.gyo6.net/gunwihs,일반계 
경북휴먼테크고등학교,경상북도 영천시 금호읍 교대길 8-18,35.9323818705506,128.873667673858,054-333-3611,147명,143명,4명,http://school.gyo6.net/gbhths,공업계  | 기계금속자동차계 
영해고등학교,경상북도 영덕군 영해면 예주길 135,36.5423374917128,129.413225234992,054-732-0045,173명,81명,92명,http://school.gyo6.net/yh/,상업계  | 일반계 
경산고등학교,경상북도 경산시 원효로 89,35.8242862609617,128.74846467395,053-819-8900,764명,764명,0명,http://gyeongsanhs.school.gyo6.net,일반계 
경주여자고등학교,경상북도 경주시 금성로 437,35.8575233733758,129.205126435415,054-743-3841,566명,0명,566명,http://school.gyo6.net/gyeongju-gh,일반계 
링컨중고등학교,경상북도 김천시 대덕면 관기3길 129-505,35.9369192291874,127.949169768576,054-430-3865,178명,96명,82명,http://lincolnmid.hs.kr,일반계 
경상북도 경일고등학교,서울특별시 성동구 성수일로 27,37.5438298177401,127.047868294458,02-463-3520,337명,185명,152명,http://kyungil.sen.hs.kr,일반계 
석적고등학교,경상북도 칠곡군 석적읍 동중리 1길 65-20,36.0816410092317,128.418457468936,054-979-2501,567명,298명,269명,http://www.seokjeok.hs.kr,일반계 
금오여자고등학교,경상북도 구미시 선산대로 129,36.1424567343876,128.345918635058,054-452-8424,707명,0명,707명,http://school.gyo6.net/geumo-g,상업계  | 일반계 
구미전자공업고등학교,경상북도 구미시 임수로 48,36.1172087337426,128.404610883223,054-470-3810,711명,541명,170명,http://school.gyo6.net/gnet,공업계 기계금속자동차계  | 전기전자통신계  | 공업계 
가은고등학교,경상북도 문경시 가은읍 가은로 205,36.6454753538729,128.071165422963,054-572-0102,51명,30명,21명,http://school.gyo6.net/gago/,일반계 
경주여자정보고등학교,경상북도 경주시 시동로 90,35.7733834152934,129.289889510397,0547460081,498명,0명,498명,http://www.newschool.hs.kr,가사계  | 상업계 
포항여자전자고등학교,경상북도 포항시 북구 용흥로291번길 19,36.0506268448892,129.347775824442,054-240-6800,295명,0명,295명,http://school.gyo6.net/pgeh,가사계  | 공업계  | 기계금속자동차계  | 디자인계  | 영상계  | 전기전자통신계  | 전자미디어계  | 테크노디자인계 
경산과학고등학교,경상북도 경산시 화랑로 66,35.8220555141634,128.768888117377,053-717-7201,159명,123명,36명,http://school.gyo6.net/gsshs,과학계  | 일반계 
청송고등학교,경상북도 청송군 청송읍 금곡1길 13,36.4300033402906,129.057698711729,054-873-2239,59명,59명,0명,http://school.gyo6.net/chs,일반계 
신라고등학교,경상북도 경주시 태종로 526,35.8397920309281,129.187486350982,054-772-3218,359명,359명,0명,http://www.sillago.hs.kr,일반계 
영광고등학교,경상북도 영주시 의상로 62,36.8419040693671,128.64321613916,054-633-6613,396명,396명,0명,http://school.gyo6.net/yeong-gwang,일반계 
길원여자고등학교,경상북도 안동시 퇴계로 250,36.5793630201146,128.735121758611,054-858-3122,387명,0명,387명,http://gilwon.hs.kr,일반계 
안동고등학교,경상북도 안동시 강남로 550,36.5438229886768,128.760081143063,054-858-2941,388명,388명,0명,http://school.gyo6.net/andonghs,일반계 
포항중앙고등학교,경상북도 포항시 북구 소티재로151번길 11,36.0650779051201,129.349638221843,054-720-1000,558명,558명,0명,http://school.gyo6.net/pojungang,일반계 
순심고등학교,경상북도 칠곡군 왜관읍 평장2길 6,35.9864731996881,128.403226172682,054-971-1222,577명,577명,0명,http://school.gyo6.net/sunsimhs/,일반계 
의성유니텍고등학교,경상북도 의성군 의성읍 문소1길 164,36.3549474656351,128.701044169098,054-832-0068,109명,76명,33명,http://school.gyo6.net/ustechhs,가사계  | 건설계  | 공업계  | 전기전자통신계  | 화공계 
예일메디텍고등학교,경상북도 안동시 예일길 85,36.5473956489119,128.720867632005,054-858-8052,169명,127명,42명,http://school.gyo6.net/yalemhs,보건·복지  | 일반계 
청송자동차고등학교,경상북도 청송군 부남면 대전로 66,36.3414210946367,129.060399346758,054-872-3554,20명,9명,11명,http://school.gyo6.net/cst,공동실습소  | 공업계  | 공업계공통  | 기계금속자동차계  | 상업계  | 전기전자통신계 
선주고등학교,경상북도 구미시 야은로13길 13,36.1417638207587,128.312251341222,054-440-6740,768명,340명,428명,http://school.gyo6.net/seonjuhs,일반계 
포항동성고등학교,경상북도 포항시 남구 동해면 일월로41번길 26,35.9899780366038,129.440141184097,054-286-3009,474명,187명,287명,http://school.gyo6.net/phds,가사계  | 상업계  | 일반계 
경북하이텍고등학교,경상북도 안동시 경동로 404,36.5695719333774,128.701845329388,054-842-8300,391명,294명,97명,http://school.gyo6.net/andong-techs,건설계  | 공업계  | 상업계  | 전기전자통신계  | 화공계 
포항제철고등학교,경상북도 포항시 남구 지곡로212번길 40,36.028454431213,129.328148306298,054-279-4710,940명,454명,486명,http://school.gyo6.net/pocheolhs,일반계 
한국국제조리고등학교,경상북도 영주시 영봉로 28,36.816609391166,128.642212429647,054-634-3621,256명,120명,136명,http://school.gyo6.net/sy-kis,가사계  | 일반계 
효령고등학교,경상북도 군위군 효령면 중리길 6-25,36.1547971705685,128.577877767174,054-382-8082,2명,2명,0명,http://school.gyo6.net/hrhs,일반계 
경산제일고등학교,경상북도 경산시 자인면 원효로 851-16,35.81597734548,128.827849895934,053-857-2351,304명,0명,304명,http://school.gyo6.net/gnc,가사계  | 상업계 
성의고등학교,경상북도 김천시 성의길 38,36.1139555497803,128.138981108784,054-436-2812,337명,337명,0명,http://school.gyo6.net/seonguihs,상업계  | 일반계 
