,주소,위도,경도,전화번호,재학생 수,남학생 수,여학생 수,홈페이지,계열
경상남도명덕고등학교,경상남도 함안군 가야읍 고분길 107,35.2725066908939,128.402488813432,055-583-2141,351명,142명,209명,http://myeongdeok-h.gne.go.kr,상업계  | 일반계 
마산공업고등학교,경상남도 창원시 마산회원구 학교단지로 53,35.2441634463024,128.595963546134,055-255-1314,502명,502명,0명,http://magong-h.gne.go.kr,공업계 
김해생명과학고등학교,경상남도 김해시 금관대로 1239,35.2372389782724,128.855270170645,055-720-0000,467명,330명,137명,http://kimhae-agh-h.gne.go.kr,농업계 
대성일고등학교,경상남도 거창군 거창읍 거열로7길 57,35.6910833838131,127.900360575893,055-943-6823,312명,176명,136명,http://kcds-h.gne.go.kr,상업계  | 일반계 
함양고등학교,경상남도 함양군 함양읍 함양로 1063,35.5144596264724,127.722685577017,055-963-3201,313명,174명,139명,http://hamyang-h.gne.go.kr,일반계 
창녕고등학교,경상남도 창녕군 대지면 우포2로 1180-20,35.5441247417273,128.482358427392,055-533-4175,122명,122명,0명,http://changnyeong-h.gne.go.kr,일반계 
해성고등학교,경상남도 거제시 두모길 4,34.8706581895504,128.723843213503,055-680-1201,727명,368명,359명,http://haeseong-h.gne.go.kr,일반계 
칠원고등학교,경상남도 함안군 칠서면 삼칠로 281,35.3181927290868,128.507314800732,055-587-0088,349명,170명,179명,http://chirwon-h.gne.go.kr,일반계 
경남항공고등학교,경상남도 고성군 고성읍 송학고분로 127,34.9785335778621,128.307388879352,055-673-4564,390명,366명,24명,http://hanggong-h.gne.go.kr/,공업계 
곤양고등학교,경상남도 사천시 곤양면 솥골길 120,35.0635785835826,127.961314511887,055-853-0122,34명,20명,14명,http://gonyang-h.gne.go.kr,일반계 
마산제일여자고등학교,경상남도 창원시 마산합포구 고운로 65,35.1886431182834,128.556414445409,055-242-3421,521명,0명,521명,http://msjeil-h.gne.go.kr,일반계 
마산용마고등학교,경상남도 창원시 마산합포구 허당로 51,35.2122838519552,128.582107501894,055-245-8071,473명,473명,0명,http://msyongma-h.gne.go.kr,일반계 
함양제일고등학교,경상남도 함양군 함양읍 함양배움길 27,35.5252521591836,127.732376677696,055-963-2488,298명,160명,138명,http://hamyangjeil-h.gne.go.kr/,공업계  | 농업계  | 상업계  | 전문계 
거제제일고등학교,경상남도 거제시 거제면 읍내로13길 22-5,34.8519719382777,128.586799629528,055-633-3101,674명,355명,319명,http://geojejeil-h.gne.go.kr/,일반계 
삼천포중앙고등학교,경상남도 사천시 삼상로 145,34.9397418584784,128.089862085081,055-833-2716,314명,180명,134명,http://scpjungang-h.gne.go.kr,일반계 
양산남부고등학교,경상남도 양산시 양주로 7,35.3325820118079,129.024748949584,055-382-1061,1010명,482명,528명,http://ysnambu-h.gne.go.kr,일반계 
합천평화고등학교,경상남도 합천군 적중면 황정1길 37,35.5399597006564,128.284316866203,055-933-2019,57명,31명,26명,http://hcpyeonghwa-h.gne.go.kr/,대안  | 일반계 
마산가포고등학교,경상남도 창원시 마산합포구 가포로 262,35.167490215805,128.571168595676,055-240-3602,407명,273명,134명,http://msgapo-h.gne.go.kr,일반계 
진해여자고등학교,경상남도 창원시 진해구 여좌남로 23,35.1563022977092,128.657512286037,055-541-6911,766명,0명,766명,http://jinhaegirls-h.gne.go.kr/,일반계 
경남산업고등학교,경상남도 거제시 하청면 서리1길 17,34.9534285068774,128.653923345156,055-636-1801,333명,182명,151명,http://gni-h.gne.go.kr,가사계  | 공업계  | 농업계  | 이용미용계  | 일반계 
하동여자고등학교,경상남도 하동군 하동읍 송림1길 30,35.0627987193915,127.747230488174,055-883-4654,134명,0명,134명,http://hanmaum-h.gne.go.kr,일반계 
경진고등학교,경상남도 진주시 의병로71번길 3-21,35.2004148715532,128.066356579587,055-746-1521,291명,149명,142명,http://gyeongjin-h.gne.go.kr,가사계  | 공업계 
양산여자고등학교,경상남도 양산시 교동1길 21,35.3445559166984,129.025086059702,055-384-2415,994명,0명,994명,http://yangsan-g-h.gne.go.kr,상업계  | 일반계 
철성고등학교,경상남도 고성군 고성읍 대가로 12,34.9840664224306,128.320164576559,055-674-7601,267명,132명,135명,http://cheolseong-h.gne.go.kr/,일반계 
창녕슈퍼텍고등학교,경상남도 창녕군 창녕읍 남창녕로 36,35.5343220553467,128.503453802537,055-532-3252,130명,122명,8명,http://cnsupertech-h.gne.go.kr,공업계  | 농업계 
김해제일고등학교,경상남도 김해시 분성로3번길 105,35.2395584937856,128.853839114441,055-329-6011,534명,280명,254명,http://gimhaejeil-h.gne.go.kr,일반계 
밀양동명고등학교,경상남도 밀양시 하남읍 동명길 14,35.3727006487523,128.713458715223,055-391-5388,209명,109명,100명,http://mdm-h.gne.go.kr,상업계  | 일반계 
김해수남고등학교,경상남도 김해시 율하로 381,35.168250344381,128.816494912113,055-724-9350,978명,460명,518명,http://ghsunam-h.gne.go.kr/,일반계 
고성중앙고등학교,경상남도 고성군 고성읍 남포로 45,34.9678060865735,128.318571463973,055-674-7315,313명,154명,159명,http://kosung-h.gne.go.kr,일반계 
삼천포고등학교,경상남도 사천시 벌리6길 77,34.9427082511284,128.08481669409,055-835-4680,406명,406명,0명,http://samcheonpo-h.gne.go.kr,일반계 
경상남도영산고등학교,경상남도 창녕군 영산면 영산새싹길 13,35.459602481463,128.528366135718,055-536-0073,172명,87명,85명,http://youngsan-h.gne.go.kr,상업계  | 일반계 
옥종고등학교,경상남도 하동군 옥종면 옥수로 4-9,35.1781630658276,127.884597199391,055-882-8100,37명,17명,20명,http://okjong-h.gne.go.kr,일반계 
창원동백학교,경상남도 창원시 마산합포구 구산면 반동길 370,35.0734101391551,128.583758564111,055-223-2900,80명,0명,0명,http://dongbaek-s.gne.go.kr,일반계 
서상고등학교,경상남도 함양군 서상면 서상로 232-1,35.6771045634292,127.689678766522,055-963-0305,19명,8명,11명,http://seosang-h.gne.go.kr/seosang-h/main.do,상업계  | 일반계 
신등고등학교,경상남도 산청군 신등면 신등가회로 125,35.3884618653624,128.013066406181,055-973-7724,21명,12명,9명,http://sindeung-mh.gne.go.kr/,일반계 
거창여자고등학교,경상남도 거창군 거창읍 죽전1길 72,35.693011646793,127.909786939337,055-942-3910,258명,0명,258명,http://gcgh-h.gne.go.kr,일반계 
밀양영화고등학교,경상남도 밀양시 상남면 평촌중앙로 61-6,35.4096586962052,128.778113799018,055-356-7307,72명,32명,40명,http://myyeonghwa-h.gne.go.kr,일반계 
범어고등학교,경상남도 양산시 물금읍 신주로 88,35.3297183526478,129.018472823442,055-364-6740,1007명,459명,548명,http://beomeo-h.gne.go.kr,일반계 
창원사파고등학교,경상남도 창원시 성산구 창이대로719번길 26,35.2215869552647,128.704540418351,055-285-9624,574명,271명,303명,http://cwsapa-h.gne.go.kr,일반계 
군북고등학교,경상남도 함안군 군북면 사군로 1558,35.259597572054,128.343533507993,055-585-5120,126명,66명,60명,http://gunbuk-h.gne.go.kr,일반계 
거창중앙고등학교,경상남도 거창군 거창읍 성산길 36,35.6930826295593,127.902909247685,055-942-3921,444명,234명,210명,http://gcjoongang-h.gne.go.kr/,상업계  | 일반계 
경남간호고등학교,경상남도 산청군 생비량면 지리산대로4763번길 89-15,35.3580406056735,128.084330738101,055-973-7832,138명,42명,96명,http://kpn-h.gne.go.kr,가사계  | 일반계 
경남로봇고등학교,경상남도 함안군 대산면 대산중앙로 102-2,35.3479569296829,128.439220572367,055-582-8007,120명,65명,55명,http://www.gr.hs.kr,공업계  | 상업계  | 일반계 
김해중앙여자고등학교,경상남도 김해시 분성로376번길 21-22,35.2326007789329,128.888617262693,055-324-2724,362명,0명,362명,http://ghja-h.gne.go.kr/,일반계 
진해중앙고등학교,경상남도 창원시 진해구 병암북로 9,35.1616317053989,128.689397121305,055-542-3303,633명,633명,0명,http://jhja-h.gne.go.kr,상업계  | 일반계 
창원예술학교,경상남도 창원시 마산회원구 구암북12길 24,35.256692201837,128.597700256786,055-252-9502,33명,14명,19명,http://cwarts-h.gne.go.kr,일반계 
경상남도고성고등학교,경상남도 고성군 회화면 배둔서길 42-5,35.0556838834298,128.362571773184,055-673-7891,363명,165명,198명,http://www.goseong.hs.kr,상업계  | 일반계 
성지여자고등학교,경상남도 창원시 마산합포구 완월남로 20,35.197939246733,128.559832051422,055-240-8880,512명,0명,512명,http://sungji-h.gne.go.kr/,일반계 
양산희망학교,경상남도 양산시 상북면 충렬로 993-25,35.4276181196322,129.059915561199,055-374-3710,200명,0명,0명,http://huimang-s.gne.go.kr/,일반계 
진주혜광학교,경상남도 진주시 문산읍 월아산로1048번길 36,35.1644845980257,128.168607518625,055-760-5100,223명,0명,0명,http://hyegwang-s.gne.go.kr,일반계 
김해금곡고등학교,경상남도 김해시 한림면 금곡로182번길 43,35.3448582914948,128.812160619982,055-901-1000,38명,18명,20명,http://kgrb-h.gne.go.kr/,일반계 
창원남산고등학교,경상남도 창원시 성산구 가음로92번길 34,35.2034768863412,128.700299729442,055-268-0917,567명,295명,272명,http://cwnamsan-h.gne.go.kr/,일반계 
창원명지여자고등학교,경상남도 창원시 의창구 명지로109번길 54,35.251846702575,128.648926140934,055-270-2200,574명,0명,574명,http://cwmjyeo-h.gne.go.kr,일반계 
마산무학여자고등학교,경상남도 창원시 마산회원구 회원동33길 17,35.2230571649685,128.574876425867,055-241-3011,488명,0명,488명,http://muhak-g-h.gne.go.kr,상업계  | 상업계  | 일반계 
아림고등학교,경상남도 거창군 거창읍 정장길 19,35.6776769011647,127.913295922276,055-942-3711,194명,96명,98명,http://arim-h.gne.go.kr,공업계  | 농업계  | 일반계 
창녕대성고등학교,경상남도 창녕군 대합면 신안길 17,35.601349513552,128.461516288182,055-532-2216,120명,89명,31명,http://cnds-h.gne.go.kr,상업계  | 일반계 
창원과학고등학교,경상남도 창원시 의창구 평산로159번길 30,35.256764396981,128.619833944625,055-711-2300,209명,159명,50명,http://csh-h.gne.go.kr,과학계 
금남고등학교,경상남도 하동군 금남면 섬진강대로 656-8,34.9860206477616,127.839805262762,055-882-1103,131명,70명,61명,http://geumnam-h.gne.go.kr/,일반계 
김해은혜학교,경상남도 김해시 화목로 180,35.1892551960029,128.866058944507,055-324-5540,290명,0명,0명,http://eunhye-s.gne.go.kr,일반계 
창원봉림고등학교,경상남도 창원시 의창구 창이대로333번길 39,35.2483589527865,128.676464476886,055-710-8222,466명,234명,232명,http://bongrim-h.gne.go.kr/,일반계 
경해여자고등학교,경상남도 진주시 남강로 39,35.165171069982,128.041709691013,055-746-4184,691명,0명,691명,http://gyeonghae-h.gne.go.kr,일반계 
진영고등학교,경상남도 김해시 진영읍 여래로20번길 35,35.304767715615,128.730004720208,055-344-2700,585명,283명,302명,http://jinyoung-h.gne.go.kr/,일반계 
서창고등학교,경상남도 양산시 삼호동부로 125,35.4141721719491,129.17439463132,055-785-2501,936명,472명,464명,http://sc-h.gne.go.kr/,일반계 
통영여자고등학교,경상남도 통영시 도리1길 19,34.8401991531275,128.410177021072,055-642-8513,688명,0명,688명,http://tygh-h.gne.go.kr,일반계 
경남정보고등학교,경상남도 진주시 가호방아길 32,35.1578873292449,128.116816258116,055-761-8061,208명,155명,53명,http://kninfo-h.gne.go.kr/,상업계 
경상남도세종고등학교,경상남도 밀양시 가곡8길 28,35.4737805380356,128.76371249178,055-356-7983,402명,265명,137명,http://sejong-h.gne.go.kr,일반계 
거제고등학교,경상남도 거제시 아주로3길 61,34.8610875931935,128.688426101367,055-681-2647,807명,394명,413명,http://www.geoje.hs.kr,일반계 
지리산고등학교,경상남도 산청군 단성면 덕천로 772,35.2388991689754,127.89594089442,055-973-9723,35명,22명,13명,http://jirisan-h.gne.go.kr,대안  | 일반계 
마산고등학교부설방송통신고등학교,경상남도 창원시 마산합포구 심온길 33,35.2005528781468,128.56165406265,055-240-3591,305명,41명,264명,http://cyber.hs.kr/masan/,일반계 
창녕여자고등학교,경상남도 창녕군 창녕읍 신당길 30,35.5403975687255,128.505341183232,055-532-1331,216명,0명,216명,http://changnyeongyeo-h.gne.go.kr/,가사실업계  | 상업계  | 일반계 
창원성민여자고등학교,경상남도 창원시 의창구 팔용로 481,35.2588412928716,128.615113707806,055-251-6707,488명,0명,488명,http://sungmin-h.gne.go.kr/,일반계 
창원토월고등학교,경상남도 창원시 성산구 비음로91번길 8,35.2257745182989,128.703639766126,055-210-0720,480명,237명,243명,http://towol-h.gne.go.kr/,일반계 
경남해양과학고등학교,경상남도 남해군 삼동면 동부대로 1810,34.8308978742321,128.004177015397,055-867-0005,60명,60명,0명,http://gnms-h.gne.go.kr/,수산해양계 
경상남도웅천고등학교,경상남도 창원시 진해구 웅천중로 71,35.1124482199264,128.749702620096,055-541-3909,629명,294명,335명,http://woongcheon-h.gne.go.kr/,공업계  | 일반계 
삼천포여자고등학교,경상남도 사천시 삼상로 19,34.9345453558444,128.077701048261,055-833-1264,399명,0명,399명,http://samcheonpoyeo-h.gne.go.kr,상업계  | 일반계 
사천여자고등학교,경상남도 사천시 사천읍 옥산로 47,35.0804101318269,128.088388800092,055-852-2614,114명,0명,114명,http://scgh-h.gne.go.kr,디자인·문화콘텐츠  | 상업계  | 일반계 
충무고등학교,경상남도 통영시 여황로 375,34.8540268503364,128.424261789301,055-642-9102,459명,287명,172명,http://chungmu-h.gne.go.kr/,일반계 
창원문성고등학교,경상남도 창원시 성산구 원이대로 406,35.2356856577499,128.660267954484,055-270-6520,615명,261명,354명,http://cms-h.gne.go.kr/,일반계 
남지고등학교,경상남도 창녕군 남지읍 남고길 11,35.3864698488024,128.472249036351,055-526-2010,325명,169명,156명,http://namji-h.gne.go.kr/,일반계 
마산여자고등학교,경상남도 창원시 마산합포구 고운로 157,35.1959383430221,128.561409708496,055-249-3300,506명,0명,506명,http://masanyeo-h.gne.go.kr/,일반계 
거제애광학교,경상남도 거제시 거제대로 3063,34.8677481237786,128.721431759766,055-681-7527,140명,0명,0명,http://aikwang-s.gne.go.kr,일반계 
진주기계공업고등학교,경상남도 진주시 공단로43번길 25,35.1761886467829,128.101813920854,055-752-1801,519명,519명,0명,http://jinju-mt-h.gne.go.kr/,공업계 
창신고등학교,경상남도 창원시 마산회원구 봉덕2길 106,35.2259412027856,128.597554549774,055-290-2812,486명,486명,0명,http://changshin-h.gne.go.kr/,일반계 
창원명곡고등학교,경상남도 창원시 의창구 서곡길25번길 16,35.2545664657582,128.648822472683,055-270-7900,472명,213명,259명,http://cwmg-h.gne.go.kr,일반계 
김해건설공업고등학교,경상남도 김해시 구지로 109,35.2395452761191,128.875926615277,055-340-7495,702명,670명,32명,http://ghgeonseol-h.gne.go.kr/,공업계 
진주제일여자고등학교,경상남도 진주시 하대로34번길 11-9,35.1906552527563,128.114310474051,055-755-0772,681명,0명,681명,http://jjfirst-h.gne.go.kr,일반계 
경상남도한일여자고등학교,경상남도 김해시 삼안로112번길 1,35.2392419467032,128.91667558506,1600-6992,405명,0명,405명,http://khanil-h.gne.go.kr/,공업계 공업계 공업계 
김해가야고등학교,경상남도 김해시 경원로 98,35.2362292607702,128.871079332959,055-330-1333,667명,338명,329명,http://ghgaya-h.gne.go.kr,일반계 
창원여자고등학교,경상남도 창원시 성산구 두대로 153,35.2278895605022,128.661226194879,055-260-1900,556명,0명,556명,http://cwyeo-h.gne.go.kr,일반계 
창원고등학교,경상남도 창원시 의창구 태복산로 45,35.2552857661663,128.642705069512,055-237-0126,640명,640명,0명,http://changwon-h.gne.go.kr,일반계 
삼현여자고등학교,경상남도 진주시 돗골로 95,35.1774044091928,128.11204049237,055-752-5410,659명,0명,659명,http://samhyun-h.gne.go.kr,일반계 
하동고등학교,경상남도 하동군 하동읍 경서대로 84,35.0639152667799,127.746168527208,055-883-3843,201명,201명,0명,http://hadong-h.gne.go.kr,공업계  | 일반계 
경남자동차고등학교,경상남도 진주시 진산로 378,35.2194351637258,128.101536073334,055-758-6714,327명,327명,0명,http://gnautomobile-h.gne.go.kr/,공업계 
김해외국어고등학교,경상남도 김해시 율하로 266,35.1708112832557,128.80448835912,055-312-1280,379명,74명,305명,http://gimfl-h.gne.go.kr,외국어계  | 일반계 
남해제일고등학교,경상남도 남해군 남해읍 남해대로 2800-11,34.8392638643409,127.902439949009,055-862-0168,329명,158명,171명,http://namhae11-h.gne.go.kr/,일반계 
선명여자고등학교,경상남도 진주시 남강로 51-25,35.1641540225258,128.04208822322,055-747-5490,498명,0명,498명,http://sunmyung-h.gne.go.kr/sunmyung-h/main.do,상업계 
거창연극고등학교,경상남도 거창군 위천면 모동길 11-15,35.7560031290459,127.83436584898,055-945-5010,78명,31명,47명,http://gths-h.gne.go.kr,대안  | 일반계 
양산제일고등학교,경상남도 양산시 회현1길 36,35.3445999186343,129.023799031436,055-387-7897,793명,377명,416명,http://ysjeil-h.gne.go.kr,일반계 
초계고등학교,경상남도 합천군 초계면 초계중앙로 101,35.5583028091217,128.270951643653,055-932-1216,59명,51명,8명,http://chogye-h.gne.go.kr,공업계  | 상업계  | 일반계 
의령여자고등학교,경상남도 의령군 가례면 의병로 67,35.3241617419833,128.24536466054,055-573-2483,180명,0명,180명,http://uryeo-h.gne.go.kr/,일반계  | 통합계 
경남과학고등학교,경상남도 진주시 진성면 진의로 178-22,35.2016380516945,128.225312464219,055-759-4003,267명,213명,54명,http://gshs-h.gne.go.kr/,과학계 
합천여자고등학교,경상남도 합천군 합천읍 남정길 25-7,35.5635332170554,128.154572589335,055-933-3366,172명,0명,172명,http://hcyeo-h.gne.go.kr,상업계  | 일반계 
남해보물섬고등학교,경상남도 남해군 창선면 서부로 1058-18,34.8979057008021,127.993638099496,055-867-8732,29명,16명,13명,http://bomulseom-h.gne.go.kr/bomulseom-h/main.do,일반계 
남해해성고등학교,경상남도 남해군 남면 남면로1835번길 8-4,34.7735764364937,127.860278182481,055-862-7723,272명,90명,182명,http://nhaesung-h.gne.go.kr/,일반계 
단성고등학교,경상남도 산청군 단성면 강누방목로 2,35.306322889172,127.964302293712,055-973-6380,99명,53명,46명,http://danseong-h.gne.go.kr,공업계  | 일반계 
진주동명고등학교,경상남도 진주시 대신로 454-25,35.2025448243018,128.118939619607,055-752-4392,674명,674명,0명,http://jdmhs-h.gne.go.kr/,일반계 
경남예술고등학교,경상남도 진주시 진산로322번길 11-7,35.2165460672919,128.103277543617,055-759-3712,284명,77명,207명,http://karts-h.gne.go.kr,예술계 
남해고등학교,경상남도 남해군 이동면 무림로 46-2,34.8028004626672,127.951543024378,055-862-4521,226명,125명,101명,http://www.namhae.hs.kr,일반계 
경남혜림학교,경상남도 창원시 마산회원구 합성북2길 48,35.2432891045477,128.58054724022,055-290-4300,306명,0명,0명,http://hyerim-s.gne.go.kr,일반계 
합천고등학교,경상남도 합천군 합천읍 교동3길 12,35.5633020073674,128.167899557282,055-934-2570,181명,181명,0명,http://hapcheon-h.gne.go.kr,농업계  | 일반계 
김해대청고등학교,경상남도 김해시 번화1로 7,35.1879210181996,128.800517861807,055-310-5123,1044명,522명,522명,http://ghdaecheong-h.gne.go.kr/,일반계 
경남체육고등학교,경상남도 진주시 진성면 진의로 178-27,35.2036999104918,128.22160295246,055-759-4229,240명,158명,82명,http://chego-h.gne.go.kr/,체육계 
경상남도경상고등학교,경상남도 창원시 의창구 금강로379번길 46,35.2609674499282,128.600515443896,055-255-5501,448명,448명,0명,http://gsh-h.gne.go.kr,일반계 
경상남도대곡고등학교,경상남도 진주시 대곡면 남강로2438번길 39,35.2624116022589,128.166398583344,055-746-6385,35명,20명,15명,http://daegok-h.gne.go.kr,일반계 
창원중앙여자고등학교,경상남도 창원시 성산구 단정로 121,35.2142531567645,128.692425901257,055-210-3114,444명,0명,444명,http://cwjag-h.gne.go.kr,일반계 
창녕옥야고등학교,경상남도 창녕군 이방면 이방로 943-15,35.6005703159319,128.38011991622,055-532-6048,264명,96명,168명,http://ogya-h.gne.go.kr,일반계 
한국나노마이스터고등학교,경상남도 밀양시 무안면 신법길 29,35.4784026027137,128.653177063061,055-352-7538,264명,221명,43명,http://nano-h.gne.go.kr/,공업계 
태봉고등학교,경상남도 창원시 마산합포구 진동면 태봉1길 85-32,35.1477376249109,128.509813604201,055-271-1370,130명,62명,68명,http://taebong-h.gne.go.kr,일반계 
거창고등학교,경상남도 거창군 거창읍 죽전4길 36,35.6929033122221,127.910693397395,055-944-3751,282명,140명,142명,http://geochang-h.gne.go.kr/,일반계 
웅상고등학교,경상남도 양산시 배움터길 36,35.3781486727198,129.145038841883,055-367-8541,793명,395명,398명,http://ungsang-h.gne.go.kr,일반계 
물금고등학교,경상남도 양산시 물금읍 신주1길 20,35.3356821070533,129.01633749355,055-382-1701,1009명,574명,435명,http://mulgeum-h.gne.go.kr/,일반계 
김해삼문고등학교,경상남도 김해시 번화1로 127,35.1986298205938,128.796661767766,055-312-0157,1052명,497명,555명,http://sammoon-h.gne.go.kr,일반계 
