,주소,위도,경도,전화번호,재학생 수,남학생 수,여학생 수,홈페이지,계열
화원고등학교,대구광역시 달성군 화원읍 비슬로 2458,35.7972011660822,128.489271279653,053-231-5462,681명,271명,410명,http://www.daegu-hwawon.hs.kr/,일반계 
대구관광고등학교,대구광역시 동구 동북로71길 37,35.8900619470445,128.632374789265,053-235-9711,632명,287명,345명,http://www.dgit.hs.kr,가사실업계  | 가사실업계열  | 상업계 
대구성보학교,대구광역시 북구 동북로71길 9-45,35.8940837144794,128.630278635651,053-231-3168,269명,0명,0명,http://www.sungbo.sc.kr,일반계 
원화여자고등학교,대구광역시 달서구 당산로30길 30,35.8483082685198,128.549122404739,053-235-7101,780명,0명,780명,http://www.wonhwa.daegu.kr/,일반계 
영진고등학교,대구광역시 북구 동북로57길 9,35.8945239736684,128.621770476547,053-235-5500,528명,528명,0명,http://www.yeungjin.hs.kr,일반계 
대구광역시 수성고등학교,경기도 수원시 장안구 장안로90번길 39,37.2936136656286,127.002657095586,031-259-1114,899명,899명,0명,http://susung-h.goesw.kr,일반계 
대구공업고등학교 테크노폴리스 캠퍼스,대구광역시 달성군 유가읍 유가길 46,35.6701082862796,128.454898049094,053-235-0661,118명,84명,34명,http://www.tkpl.hs.kr,공업계 
대구전자공업고등학교,대구광역시 달서구 용산로 113,35.847932669099,128.529797092567,053-231-8490,647명,583명,64명,http://www.daegu-eth.hs.kr/,공업계 
경상고등학교,대구광역시 북구 공항로15길 24,35.901899175988,128.621533973775,053-235-6011,624명,624명,0명,http://www.kyungsang.or.kr,일반계 
대구서부고등학교,대구광역시 서구 국채보상로53길 32,35.8736530943737,128.560200709801,053-231-4580,569명,317명,252명,http://www.seobu.hs.kr/,일반계 
대구덕희학교,대구광역시 남구 성당로50길 33,35.8559450266089,128.575071760135,053-231-3770,120명,0명,0명,http://www.dukhee.sc.kr/,예술계 
효성여자고등학교,대구광역시 달서구 월곡로94길 48,35.8343042153267,128.528402378917,053-235-7000,641명,0명,641명,http://www.hyo-sung.hs.kr,일반계 
동문고등학교,대구광역시 수성구 효행로 17,35.8773014763995,128.65103192466,053-231-6200,735명,236명,499명,http://www.dongmoon.hs.kr,일반계 
성산고등학교,대구광역시 달서구 새방로7길 33,35.862243570024,128.520048121576,053-231-5700,573명,206명,367명,http://www.seongsan.hs.kr/,일반계 
대구예담학교,대구광역시 달서구 구마로21길 36,35.8389179330723,128.540350964609,053-231-9820,25명,9명,16명,http://www.dgyedam.sc.kr,예술계  | 예술계  | 체육계 
영남고등학교,대구광역시 달서구 월곡로 300,35.8207699873067,128.536304269574,053-235-4000,1098명,1098명,0명,http://www.yeungnam.hs.kr/,일반계 
다사고등학교,대구광역시 달성군 다사읍 달구벌대로 839,35.8611056694071,128.462760800976,053-231-5002,371명,119명,252명,http://www.dasa.hs.kr,일반계 
대구상원고등학교,대구광역시 달서구 월배로 241,35.8216848108127,128.539405222297,053-231-6062,888명,417명,471명,http://www.daesang.hs.kr/,일반계 
경북기계공업고등학교,대구광역시 달서구 월배로 275,35.8221415096407,128.542624404503,053-231-8322,824명,824명,0명,http://www.gbgigong.hs.kr/,공업계 
대구제일여자상업고등학교,대구광역시 달서구 대명천로 120,35.8407283505996,128.546013108611,053-231-9299,569명,0명,569명,http://www.jeil.hs.kr/,상업계  | 상업정보계열 
대구체육고등학교,대구광역시 북구 칠곡중앙대로136길 29,35.9587974351305,128.557717293391,053-231-7900,164명,94명,70명,http://www.daegu-ph.hs.kr,체육계 
대중금속공업고등학교,대구광역시 북구 관음로 303-12,35.9556877799422,128.552984209347,053-235-9112,314명,314명,0명,http://www.daejung.hs.kr,공업계 
대구광역시 구암고등학교,서울특별시 관악구 성현로 57,37.4924598533601,126.949783193871,02-879-9823,580명,286명,294명,http://guahm.sen.hs.kr,일반계 
도원고등학교,대구광역시 달서구 미리샘길 52,35.8052765883913,128.545488145215,053-231-6000,543명,274명,269명,http://www.dowon.hs.kr,일반계 
대구일과학고등학교,대구광역시 동구 경안로 987,35.8865628216345,128.72269987085,053-231-7700,212명,164명,48명,http://www.dg1s.hs.kr,과학계 
대구보건고등학교,대구광역시 달서구 두류남길 10,35.8582594319402,128.572527763774,053-235-9501,774명,0명,774명,http://www.dg-health.hs.kr,상업계  | 가사실업계  | 가사실업계열  | 경영·금융  | 농림·수산해양  | 농생명산업계열  | 보건·복지  | 상업계  | 상업정보계열 
경덕여자고등학교,대구광역시 서구 국채보상로34길 50,35.8635711902333,128.548938079566,053-231-7417,444명,0명,444명,http://www.kyungduk.hs.kr,일반계 
현풍고등학교,대구광역시 달성군 현풍읍 비슬로 675,35.6985295989671,128.438237075468,053-235-6249,407명,201명,206명,http://www.hyunpung.hs.kr,일반계 
협성고등학교,대구광역시 남구 효성로 33,35.8347973593951,128.59858157088,053-235-6166,464명,464명,0명,http://www.hyupsung.hs.kr,일반계 
대구일마이스터고등학교,대구광역시 동구 효동로 48,35.8820623992357,128.647511202808,053-231-8811,334명,321명,13명,http://www.dgmeister.hs.kr,공업계 
경명여자고등학교,대구광역시 북구 칠성로17길 18,35.880596503646,128.5981803366,053-235-7200,602명,0명,602명,http://www.kyeong-myeong.hs.kr,일반계 
대륜고등학교,대구광역시 수성구 달구벌대로 2700,35.851694459342,128.657025484602,053-756-9501,958명,958명,0명,http://www.daeryun.hs.kr,일반계 
정화여자고등학교,대구광역시 수성구 청호로84길 123,35.8494077797374,128.641887798321,053-235-7311,722명,0명,722명,http://www.junghwa.hs.kr,일반계 
대구광역시 경화여자고등학교,경기도 광주시 수하길11번길 43,37.4182430716596,127.263991443365,031-7990-500,919명,0명,919명,http://kyunghwa.hs.kr,일반계 
신명고등학교,대구광역시 중구 국채보상로102길 48,35.8683832787111,128.584034975917,053-720-1840,564명,148명,416명,http://www.s-m.hs.kr,일반계 
대구광역시 경신고등학교,서울특별시 종로구 혜화로 74,37.5922022663657,126.999531005507,02-762-0393,465명,465명,0명,http://kyungshin.sen.hs.kr,일반계 
대구광역시 강동고등학교,서울특별시 강동구 구천면로 572,37.5499166487971,127.160668324892,02-427-0231,615명,358명,257명,http://kangdong.sen.hs.kr,일반계 
달구벌고등학교,대구광역시 동구 팔공산로2길 16,35.9945411435551,128.61081323131,053-235-9845,108명,70명,38명,http://www.dalgus.net,일반계 
시지고등학교,대구광역시 수성구 신매로 6,35.8301204939117,128.707423250748,053-231-4680,1002명,237명,765명,http://www.siji.hs.kr/,일반계 
대구달서공업고등학교,대구광역시 달서구 학산남로 50,35.8232421504072,128.538641383247,053-231-8708,499명,499명,0명,http://www.dalgong.hs.kr,공업계 
대건고등학교,대구광역시 달서구 월곡로94길 46,35.8339500429206,128.528113277579,053-235-4600,670명,670명,0명,http://www.daegun.hs.kr,일반계 
와룡고등학교,대구광역시 달서구 선원로23북길 20,35.8613799259394,128.503679021607,053-231-5030,510명,215명,295명,http://www.waryong.hs.kr/,일반계 
영남공업고등학교,대구광역시 수성구 교학로 96,35.8484281693699,128.646929267277,053-235-8600,872명,754명,118명,http://www.ynth.hs.kr,공업계 
대구선명학교,대구광역시 동구 팔공산로 225,35.9971860523935,128.613760968287,"053-231-3603,3611",179명,0명,0명,http://www.smschool.sc.kr,일반계 
대구과학고등학교,대구광역시 수성구 동대구로 154,35.8446789970497,128.625490351577,053-231-7532,276명,230명,46명,http://www.ts.hs.kr,과학계 
대구국제고등학교,대구광역시 북구 도남길 77,35.9553389276017,128.58183521091,053-235-6597,202명,54명,148명,http://www.dhi.hs.kr,국제계 
대구광역시 오성고등학교,대구 수성구 달구벌대로522길 78,35.8544644178506,128.644787048458,053-235-5200,536명,536명,0명,http://www.osung.hs.kr,일반계 
정동고등학교,대구광역시 동구 용계로1길 49,35.8767485358934,128.692864897168,053-235-5800,521명,521명,0명,http://www.jungdong.hs.kr,일반계 
상서고등학교,대구광역시 달서구 야외음악당로 107,35.8464361195961,128.549870392932,053-235-9550,951명,214명,737명,http://www.sangsuh.hs.kr,상업계  | 가사실업계  | 가사실업계열  | 상업계  | 상업정보계열 
대구여자상업고등학교,대구광역시 남구 현충로40길 50,35.849020546315,128.583206861657,053-235-9190,588명,0명,588명,http://www.daegu-gch.hs.kr,상업계  | 상업정보계열 상업계  | 상업정보계열 
대구과학기술고등학교,대구광역시 서구 당산로 228,35.8574928211327,128.548296421862,053-231-9000,638명,527명,111명,http://www.dgst.hs.kr,공업계 
경상공업고등학교,대구광역시 남구 대경길 151,35.8452185999123,128.574196067661,053-235-8800,840명,840명,0명,http://www.kyeongsang-th.hs.kr,공업계 
상인고등학교,대구광역시 달서구 상인로 24,35.8104519805368,128.551297845505,053-231-5160,595명,289명,306명,http://www.sangin.hs.kr/,일반계 
송현여자고등학교,대구광역시 달서구 송현로 156,35.8311210606663,128.546215661212,053-235-7800,706명,0명,706명,http://www.songhyun.hs.kr,일반계 
경북대학교사범대학부설고등학교,대구광역시 중구 달구벌대로 2178,35.8625153964429,128.600613455598,053-231-9400,743명,514명,229명,http://www.knu.hs.kr,일반계 
대곡고등학교,대구광역시 달서구 도원남로 80,35.8032373605879,128.536857027982,053-231-5668,723명,307명,416명,http://www.dg.hs.kr/,일반계 
대구보명학교,대구광역시 남구 성당로50길 33,35.8559450266089,128.575071760135,053-231-3500,210명,0명,0명,http://www.bomyung.sc.kr,일반계 
달서고등학교,대구광역시 달성군 하빈면 하빈로 118,35.8861992979252,128.421402817293,053-235-6400,419명,257명,162명,http://www.dalseo.hs.kr,일반계 
칠성고등학교,대구광역시 북구 칠성로 13,35.8806072780923,128.591261530318,053-231-6910,369명,369명,0명,http://www.chilseong.hs.kr,일반계 
영송여자고등학교,대구광역시 북구 태전로 92,35.9290165256403,128.541841307516,053-235-8170,509명,0명,509명,http://www.youngsong.hs.kr,일반계 
대구중앙고등학교,대구광역시 수성구 신천동로 496,35.8664626654716,128.617283730086,053-790-0000,699명,396명,303명,http://www.joongang.hs.kr,상업계  | 일반계 
대구제일고등학교,대구광역시 서구 국채보상로 384,35.8706847020914,128.57380837603,053-235-6802,614명,230명,384명,http://www.dgjeil.hs.kr,일반계 
호산고등학교,대구광역시 달서구 달서대로109길 86,35.8490572957452,128.481807116763,053-231-7100,595명,213명,382명,http://www.hosan.hs.kr,일반계 
능인고등학교,대구광역시 수성구 무학로 207,35.8321041779971,128.633053090921,053-235-4420,835명,835명,0명,http://www.neungin.hs.kr,일반계 
대구공업고등학교,대구광역시 동구 대현로 135,35.8832126690012,128.614170208485,053-231-8200,973명,973명,0명,http://www.tktech.hs.kr,공업계 
경북고등학교,대구광역시 수성구 청호로 300,35.8450148281611,128.639432131267,053-231-4001,845명,845명,0명,http://www.kyeongbuk.hs.kr,일반계 
경북여자고등학교,대구광역시 중구 중앙대로 288,35.858427156034,128.592200427922,053-231-7115,742명,0명,742명,http://www.gbg.hs.kr/,일반계 
대구해올중·고등학교,대구광역시 달서구 야외음악당로 42,35.8413769773258,128.553615700482,053-231-9500,38명,22명,16명,http://www.daeguhaeol.sc.kr,일반계 
대구용천초등학교,대구광역시 달서구 조암남로32길 55,35.8197246364056,128.512598542226,053-234-5630,1537명,794명,743명,http://www.dgyongcheon.es.kr,일반계 
대구남산고등학교,대구광역시 수성구 신천동로 364,35.8571952623461,128.608759447996,053-235-6450,780명,205명,575명,http://www.dgns.hs.kr/,일반계 
대구여자고등학교,대구광역시 수성구 달구벌대로488길 17,35.8565865296233,128.629864045695,053-231-7300,865명,0명,865명,http://www.dgg.hs.kr/,일반계 
대구광역시 대진고등학교,서울특별시 노원구 공릉로62가길 47,37.6378068538477,127.076090022542,02-976-0067,822명,822명,0명,http://daejin.sen.hs.kr,일반계 
성화여자고등학교,대구광역시 북구 복현로 140,35.9032298022275,128.620265007325,053-235-7680,745명,0명,745명,http://www.sunghwa.hs.kr,일반계 
대구광역시 영신고등학교,서울 영등포구 대방천로14길 18,37.4981009442437,126.909739022671,02-834-6051,618명,343명,275명,http://youngsin.sen.hs.kr,일반계 
달성고등학교,대구광역시 서구 달구벌대로 1725,35.858931855436,128.55534277257,053-231-4281,837명,837명,0명,http://www.dalseong.hs.kr/,일반계 
대구고등학교부설방송통신고등학교,대구광역시 남구 중앙대로 171,35.8491092264343,128.588735371503,053-231-4158,574명,92명,482명,http://www.cyber.hs.kr,일반계 
대구남양학교,대구광역시 수성구 무학로37안길 6,35.8340052369863,128.629116020318,053-231-3008,271명,0명,0명,http://www.namyang.sc.kr,일반계 
조일고등학교,대구광역시 동구 신덕로 136-11,35.8820852002739,128.694455395039,053-235-9000,392명,329명,63명,http://www.choil.hs.kr,공업계 
대구광역시 대원고등학교,서울특별시 광진구 용마산로22길 26,37.5624502219725,127.089376716312,02-2204-1569,723명,723명,0명,http://daewon.sen.hs.kr,일반계 
대구광역시 계성고등학교,서울특별시 성북구 길음로 63,37.6074935996761,127.020183575106,02-728-6100,795명,285명,510명,http://gyeseong.sen.hs.kr,일반계 
학남고등학교,대구광역시 북구 학남로 78,35.9462958924299,128.569197723229,053-231-5870,770명,343명,427명,http://www.haknam.hs.kr/,일반계 
대구세명학교,대구광역시 달서구 새방로 62,35.8633971617859,128.524319950738,053-231-9560,299명,0명,0명,http://www.semyung.sc.kr,일반계 
대구영화학교,대구광역시 남구 성당로50길 33,35.8559450266089,128.575071760135,053-231-3390,47명,0명,0명,http://www.younghwa.sc.kr,일반계 
비슬고등학교,대구광역시 달성군 현풍읍 테크노북로 100,35.6955049439982,128.454598661424,053-231-9800,1060명,506명,554명,http://www.biseul.hs.kr,일반계 
심인고등학교,대구광역시 달성군 다사읍 대실역남로1길 5,35.8531702289445,128.465259015972,053-235-5050,444명,444명,0명,http://www.simin.hs.kr,일반계 
