,주소,위도,경도,전화번호,재학생 수,남학생 수,여학생 수,홈페이지,계열
고려대학교사범대학부속고등학교,서울특별시 성북구 정릉로 161,37.607838568731,127.002830184796,02-914-7483,681명,681명,0명,http://koreahi.sen.hs.kr,일반계 
명덕고등학교,서울특별시 강서구 강서로47길 34-10,37.5538694849081,126.8339773378,02-2664-8817,743명,743명,0명,http://myungduk.sen.hs.kr,일반계 
효문고등학교,서울특별시 도봉구 우이천로 432,37.6526987118348,127.0184004627,02-992-0778,459명,209명,250명,http://hyomun.sen.hs.kr,일반계 
여의도여자고등학교,서울특별시 영등포구 국제금융로7가길 13,37.5229539211231,126.934857399184,02-3780-4400,563명,0명,563명,http://yeouido-gh.sen.hs.kr,일반계 
대일관광고등학교,서울특별시 양천구 신정이펜1로 11,37.5114137684075,126.834906714744,070-4377-8871,371명,0명,371명,http://daeil-tour.sen.hs.kr,가사실업계  | 상업계 
수락고등학교,서울특별시 노원구 동일로245길 143,37.6829077650293,127.053570991513,070-8677-2100,531명,278명,253명,http://surak.sen.hs.kr,일반계 
화곡고등학교,서울특별시 강서구 강서로45길 69,37.547936112544,126.831535677751,070-8277-2900,750명,750명,0명,http://hwagok.sen.hs.kr,일반계 
휘경공업고등학교,서울특별시 동대문구 겸재로 21,37.585153012865,127.069450940954,02-2216-3643,204명,186명,18명,http://sgst.sen.hs.kr,공업계 
강일고등학교,서울특별시 강동구 아리수로98길 40,37.5638280994729,127.177903473129,02-428-6200,519명,269명,250명,http://gang-il.sen.hs.kr,일반계 
선일여자고등학교,서울특별시 은평구 갈현로29길 27,37.6203042094228,126.911993073275,02-355-6691,708명,0명,708명,http://sunil.sen.hs.kr,일반계 
홍익대학교사범대학부속고등학교,서울특별시 성북구 성북로14가길 23,37.5936666161184,127.002804963597,02-762-0826,291명,291명,0명,http://hongik.sen.hs.kr,일반계 
예일여자고등학교,서울특별시 은평구 연서로 117,37.6109458980893,126.914792838283,02-380-0812,810명,0명,810명,http://www.yale.hs.kr,일반계 
아현산업정보학교,서울특별시 마포구 마포대로 249,37.5570265482381,126.958020626452,02-390-5800,65명,18명,47명,http://ahyeon.sen.sc.kr,가사계  | 공업계  | 예술계  | 통합계 
광영고등학교,서울특별시 양천구 남부순환로30길 17,37.5371981027922,126.823275879439,02-2650-2300,832명,832명,0명,http://ky.sen.hs.kr,일반계 
상명고등학교,서울특별시 노원구 덕릉로 553,37.649540794927,127.067701313205,02-971-6211,838명,429명,409명,http://sangmyung.sen.hs.kr,일반계 
대원외국어고등학교,서울특별시 광진구 용마산로22길 26,37.5624502219725,127.089376716312,02-2204-1530,753명,224명,529명,http://www.dwfl.hs.kr/,외국어계  | 일반계 
선화예술고등학교,서울특별시 광진구 천호대로 664,37.5509798002896,127.087095159462,02-2204-1303,1092명,142명,950명,http://www.sunhwa.org,예술계 
중산고등학교,서울특별시 강남구 일원로14길 22,37.4857429318866,127.0814284922,02-2112-9000,880명,880명,0명,http://www.jungsan.hs.kr,일반계 
수명고등학교,서울특별시 강서구 수명로2길 15,37.5497618629354,126.824766247612,02-2660-5500,510명,228명,282명,http://sumyeong.sen.hs.kr,일반계 
청량고등학교,서울특별시 동대문구 왕산로 303,37.5888860047887,127.051310950177,02-959-4362,795명,490명,305명,http://chungryang.sen.hs.kr,일반계 
계성고등학교,서울특별시 성북구 길음로 63,37.6074935996761,127.020183575106,02-728-6100,795명,285명,510명,http://gyeseong.sen.hs.kr,일반계 
홍익디자인고등학교,서울특별시 마포구 성미산로 111,37.563510635781,126.919166278819,02-3140-1256,339명,0명,339명,http://hid.sen.hs.kr,상업계 
서울로봇고등학교,서울특별시 강남구 광평로20길 63,37.480741415643,127.084154946756,02-2226-2141,442명,416명,26명,http://srobot.sen.hs.kr,공업계  | 특성화 
대일고등학교,서울특별시 강서구 등촌로 105,37.5394886976531,126.863403109826,070-4020-6400,970명,970명,0명,https://daeil.sen.hs.kr/index.do,일반계 
명덕외국어고등학교,서울특별시 강서구 강서로47길 34-10,37.5538694849081,126.8339773378,02-2665-8821,732명,167명,565명,http://www.mdfh.or.kr,외국어계 
세화여자고등학교,서울특별시 서초구 신반포로 56-7,37.5019964569165,126.994230013893,02-537-2131,1040명,0명,1040명,http://www.sehwa-gs.hs.kr,일반계 
서울특별시영신고등학교,서울 영등포구 대방천로14길 18,37.4981009442437,126.909739022671,02-834-6051,618명,343명,275명,http://youngsin.sen.hs.kr,일반계 
자운고등학교,서울특별시 도봉구 노해로69길 150,37.6590464061269,127.050690661699,02-998-2929,643명,365명,278명,http://jawoon.sen.hs.kr,일반계 
창덕여자고등학교,서울특별시 송파구 양재대로 1240,37.5162435130486,127.140273586345,02-401-4924,454명,0명,454명,http://changduk.sen.hs.kr,일반계 
중앙여자고등학교,서울특별시 서대문구 북아현로11가길 7,37.5631767195176,126.954059321222,02-362-3062,483명,0명,483명,http://jungang-girls.sen.hs.kr,일반계 
대성고등학교,서울특별시 은평구 갈현로29길 51-24,37.6231422778381,126.909790703133,02-6252-1000,834명,834명,0명,http://dae-sung.sen.hs.kr,일반계 
미림여자고등학교,서울특별시 관악구 호암로 546,37.4661018035835,126.931927855676,02-886-1811,496명,0명,496명,http://www.mirim.hs.kr,일반계 
동양고등학교,서울특별시 강서구 허준로 50,37.5690302418497,126.846888761424,02-2657-0800,489명,489명,0명,http://dongyang.sen.hs.kr,공업계  | 일반계 
오산고등학교,서울특별시 용산구 보광로7길 17,37.5235805097988,127.000887240982,02-7999-500,451명,451명,0명,http://osan.sen.hs.kr,일반계 
무학여자고등학교,서울특별시 성동구 고산자로 197,37.5576263308862,127.033880902274,02-2200-1724,532명,0명,532명,http://muhak.sen.hs.kr,일반계 
서울공연예술고등학교,서울특별시 구로구 오리로22나길 16-26,37.4999306587647,126.832608691425,02-3281-9760,741명,209명,532명,http://sopa.hs.kr,예술계 
서초문화예술정보학교,서울특별시 서초구 남부순환로347길 69,37.4880664721147,127.029976532348,02-3488-5200,32명,10명,22명,http://seocho.sen.sc.kr,통합계 
경기상업고등학교,서울특별시 종로구 자하문로 136,37.5892585316989,126.970057092906,02-737-6490,413명,209명,204명,http://ggc.sen.hs.kr,특성화 
영락고등학교,서울특별시 관악구 청룡16길 25,37.4765425944329,126.945416385602,02-884-1003,494명,222명,272명,https://yrgo.sen.hs.kr/,일반계 
명덕여자고등학교,서울특별시 강서구 강서로47길 34-10,37.5538694849081,126.8339773378,02-2664-8815,1002명,0명,1002명,http://mdgh.sen.hs.kr,일반계 
한세사이버보안고등학교,서울특별시 마포구 마포대로11길 44-80,37.5517983189983,126.952078400158,02-362-0130,249명,221명,28명,http://hansei.sen.hs.kr,공업계 공업계 
수도여자고등학교부설방송통신고등학교,서울특별시 동작구 여의대방로10길 73,37.4928014552579,126.914907105304,02-2102-3580,235명,0명,235명,http://sudo.uriban.com,일반계 
자양고등학교,서울특별시 광진구 뚝섬로37길 28,37.536077967735,127.073339535384,02-2049-4100,852명,472명,380명,http://jayang.sen.hs.kr,일반계 
동명생활경영고등학교,서울특별시 은평구 통일로 793,37.6144187859471,126.92282044301,02-383-2628,237명,0명,237명,http://dmgcab.sen.hs.kr/,가사계  | 상업계 
화곡보건경영고등학교,서울특별시 강서구 강서로45길 70,37.5484055955739,126.832657307166,070-8644-6300,249명,0명,249명,http://hwagok-gii.sen.hs.kr,상업계 
영등포공업고등학교,서울특별시 강서구 허준로5길 15,37.5698356164942,126.850028274704,02-2659-2981,299명,299명,0명,https://younggong.sen.hs.kr,공업계 공업계 
영파여자고등학교,서울특별시 송파구 올림픽로 565,37.5327356176544,127.11973953985,02-483-8881,813명,0명,813명,http://youngpa.sen.hs.kr,일반계 
신광여자고등학교,서울특별시 용산구 청파로 263,37.5428998795519,126.969447523164,02-710-6940,246명,0명,246명,http://shinkwang.sen.hs.kr,일반계 
현대고등학교,서울특별시 강남구 압구정로 127,37.5254804993365,127.022377298509,02-546-6323,1042명,396명,646명,http://www.hyundai.hs.kr,일반계 
정화여자상업고등학교,서울특별시 동대문구 홍릉로15길 50,37.586048641672,127.041070321981,02-960-1495,309명,0명,309명,http://jeonghwa.sen.hs.kr,상업계 상업계 
중동고등학교,서울특별시 강남구 일원로 7,37.4937134106081,127.080660058176,02-3411-0100,1082명,1082명,0명,http://www.joongdong.hs.kr,일반계 
대일외국어고등학교,서울특별시 성북구 서경로 116,37.6133045933527,127.014175970968,02-940-1000,728명,174명,554명,http://www.daeil.or.kr,외국어계 
한서고등학교,서울특별시 강서구 양천로11길 47,37.5747927037293,126.808143937842,02-2662-0021,584명,266명,318명,http://hanseo.sen.hs.kr,일반계 
서울실용음악고등학교,서울특별시 중구 퇴계로88가길 8,37.5633445927889,127.020631303957,02-2231-5210,78명,28명,50명,http://www.seoulmusic.hs.kr,전문계 
한영고등학교,서울특별시 강동구 동남로 832,37.5490844724683,127.156927612469,02-6954-1504,1066명,592명,474명,http://hanyoung.sen.hs.kr,일반계 
노원고등학교,서울특별시 노원구 노원로 586,37.6618031933787,127.054019473757,02-937-0078,537명,269명,268명,http://nowon.sen.hs.kr,일반계 
대진디자인고등학교,서울특별시 강남구 광평로39길 93,37.4904281491372,127.095979339516,02-2226-8418,559명,283명,276명,http://daejindesign.sen.hs.kr,특성화 
염광고등학교,서울특별시 노원구 월계로45가길 9,37.6302844506448,127.049264552091,02-905-4221,626명,303명,323명,http://yumkwang.sen.hs.kr,일반계 
영동일고등학교,서울특별시 송파구 석촌호수로 93,37.5099746522433,127.089443727735,02-430-6822,921명,458명,463명,http://ydi.sen.hs.kr,일반계 
석관고등학교,서울특별시 성북구 한천로70길 30,37.6095892871169,127.066717588798,02-958-1000,660명,287명,373명,http://seokgwan.sen.hs.kr,일반계 
서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,37.4519362557404,126.915819922214,02-807-6333,574명,0명,574명,http://seoulmagnet.sen.hs.kr,가사계  | 상업계 
서울특별시광남고등학교,서울 광진구 아차산로70길 17-16,37.541514723184,127.101213923003,02-2204-8705,1069명,559명,510명,http://gwang-nam.sen.hs.kr,일반계 
서울문영여자고등학교,서울특별시 관악구 관악로 85,37.4729045674501,126.950918062755,02-873-3622,579명,0명,579명,http://moonyoung.sen.hs.kr,일반계 
한성과학고등학교,서울특별시 서대문구 통일로 279-79,37.57543616578,126.952370943937,02-6917-0000,375명,300명,75명,https://hansungsh.sen.hs.kr,과학계 
서울여자고등학교,서울특별시 마포구 백범로25길 34,37.5477804988422,126.949069964415,02-703-2211,788명,0명,788명,http://seoulgs.sen.hs.kr,일반계 
진명여자고등학교,서울특별시 양천구 목동로 170,37.5240834137562,126.865465205432,02-2643-1711,1231명,0명,1231명,http://jm.sen.hs.kr,일반계 
배재고등학교,서울특별시 강동구 고덕로 227,37.5550593859098,127.150247335505,02-428-1885,1223명,1223명,0명,http://www.paichai.hs.kr,일반계 
경희고등학교,서울특별시 동대문구 경희대로 26,37.5939491407769,127.054890960564,966-3782,707명,707명,0명,http://www.kyungheeboy.hs.kr,일반계 
동국대학교사범대학부속여자고등학교,서울특별시 광진구 광나루로36길 47,37.5419293578309,127.086973061678,02-2049-1577,606명,0명,606명,http://donggukgirls.sen.hs.kr,일반계 
서울문화고등학교,서울특별시 도봉구 마들로 598,37.6641314270343,127.047285814495,02-955-9100,419명,233명,186명,http://seoulculture.sen.hs.kr,특성화 
명지고등학교,서울특별시 서대문구 명지2길 56,37.5849113531243,126.927090249447,02-303-1540,1256명,452명,804명,http://myongji.sen.hs.kr,일반계 
배화여자고등학교,서울특별시 종로구 필운대로1길 34,37.5795440101952,126.967291871532,02-724-0300,518명,0명,518명,http://paiwha.sen.hs.kr,일반계 
상문고등학교,서울특별시 서초구 명달로 45,37.4797554325594,127.003916819634,02-586-3141,1115명,1115명,0명,http://sangmoon.sen.hs.kr,일반계 
신진과학기술고등학교,서울특별시 은평구 은평로6길 16,37.59871384669,126.918836393178,02-385-3451,433명,383명,50명,http://shinjin.sen.hs.kr,공업계 
관악고등학교,서울특별시 영등포구 영등포로6길 26,37.5217916605406,126.88292354628,02-2633-5954,730명,404명,326명,http://kwan-ak.sen.hs.kr,일반계 
금호고등학교,서울특별시 성동구 금호로 118,37.5536214995345,127.023433782844,02-2022-0800,445명,186명,259명,http://geumho.sen.hs.kr,일반계 
성덕고등학교,서울특별시 강동구 구천면로 396,37.5498545397762,127.141541303447,02-475-4620,639명,328명,311명,http://ssd.hs.kr,상업계  | 일반계 
송곡고등학교,서울특별시 중랑구 양원역로 50,37.6058454355439,127.106463734951,02-435-0660,632명,632명,0명,http://sg.sen.hs.kr,일반계 
송곡여자고등학교,서울특별시 중랑구 양원역로 67,37.6066890425626,127.105145451077,02-434-4598,667명,0명,667명,http://songgok.sen.hs.kr,일반계 
경복비즈니스고등학교,서울특별시 강서구 화곡로 379,37.5580972589988,126.852670273321,02-3661-3425,429명,0명,429명,http://kbb.sen.hs.kr,특성화 
고척고등학교,서울특별시 구로구 중앙로15길 162,37.5080493827144,126.849869103403,02-2684-1593,725명,417명,308명,http://gocheok.sen.hs.kr,일반계 
강서고등학교,서울특별시 양천구 목동중앙남로 27,37.5363155693554,126.865771125825,02-2642-0725,992명,992명,0명,http://gangseo.sen.hs.kr,일반계 
장훈고등학교,서울특별시 영등포구 영등포로64길 26,37.5133455931748,126.916228547854,02-842-6921,533명,533명,0명,http://www.janghoon.hs.kr,상업계  | 일반계 
서라벌고등학교,서울특별시 노원구 한글비석로5길 18,37.6452565325417,127.075840635297,02-2092-2200,1048명,1048명,0명,http://sorabol.sen.hs.kr,일반계 
우신고등학교,서울특별시 구로구 부일로 917,37.4949023087281,126.826353599765,02-2610-1518,708명,708명,0명,http://wooshin.sen.hs.kr,일반계 
여명학교,서울특별시 중구 소파로 99,37.5569031111925,126.985536502926,02-888-1673,50명,24명,26명,http://ymschool.org,일반계 
인헌고등학교,서울특별시 관악구 인헌9길 74,37.4723107319026,126.970485117895,02-886-6253,432명,212명,220명,http://inhun.sen.hs.kr,일반계 
상일미디어고등학교,서울특별시 강동구 천호대로219길 61,37.5485874781342,127.170823536325,02-428-0733,658명,357명,301명,http://sangilmedia.sen.hs.kr,공업계 
성심여자고등학교,서울특별시 용산구 원효로19길 49,37.534209370461,126.95459335968,02-702-5501,435명,0명,435명,http://sacredheart.sen.hs.kr,일반계 
강동고등학교,서울특별시 강동구 구천면로 572,37.5499166487971,127.160668324892,02-427-0231,615명,358명,257명,http://kangdong.sen.hs.kr,일반계 
영등포고등학교,서울특별시 동작구 등용로8길 5,37.5080846020876,126.933143484357,02-816-8323,535명,535명,0명,http://ydp.sen.hs.kr,일반계 
잠일고등학교,서울특별시 송파구 백제고분로 21,37.5145543759031,127.082367731592,02-2141-2000,417명,190명,227명,http://jamil.sen.hs.kr,일반계 
경복고등학교,서울특별시 종로구 자하문로28가길 9,37.585945671102,126.971510913077,02-397-5301,596명,596명,0명,http://kyungbock.sen.hs.kr,일반계 
송곡관광고등학교,서울특별시 중랑구 양원역로 67,37.6066890425626,127.105145451077,02-432-1837,361명,0명,361명,http://sgi.sen.hs.kr,상업계 
영일고등학교,서울특별시 강서구 등촌로51가길 26,37.5472872620345,126.86205890011,02-2653-8134,817명,817명,0명,http://youngil.sen.hs.kr,일반계 
경기기계공업고등학교,서울특별시 노원구 공릉로 264,37.6322400488783,127.074928451599,02-2289-1600,809명,785명,24명,http://ggmt.sen.hs.kr,공업계 
한광고등학교,서울특별시 강서구 등촌로13길 110,37.5388437129063,126.857939342826,070-7458-1003,218명,169명,49명,http://hankwang.sen.hs.kr,일반계 
성동공업고등학교,서울특별시 중구 다산로 290,37.5693631529572,127.017281730243,070-8685-7600,548명,480명,68명,http://sdth.sen.hs.kr,공업계 
광영여자고등학교,서울특별시 양천구 남부순환로30길 17,37.5371981027922,126.823275879439,02-2697-5553,795명,0명,795명,http://kyg.sen.hs.kr,일반계 
영신여자고등학교,서울특별시 노원구 중계로16나길 13,37.6525485061054,127.08350874514,02-930-8455,760명,0명,760명,http://ys.sen.hs.kr,일반계 
잠실여자고등학교,서울특별시 송파구 송파대로38길 8,37.5017941334924,127.114241325581,02-2140-8031,880명,0명,880명,http://jamsilg.sen.hs.kr,일반계 
문현고등학교,서울특별시 송파구 충민로 115,37.4813135489878,127.128762268141,02-6951-8702,620명,307명,313명,http://munhyeon.sen.hs.kr,일반계 
서울특별시언남고등학교,서울 서초구 동산로13길 35,37.4723300184587,127.043005236379,02-575-2680,613명,314명,299명,http://eonnam.sen.hs.kr,일반계 
대원여자고등학교,서울특별시 광진구 용마산로22길 26,37.5624502219725,127.089376716312,02-2204-1620,681명,0명,681명,http://dwg.sen.hs.kr,일반계 예술계  | 일반계 
서울신정고등학교,서울특별시 강서구 등촌로13아길 20,37.5383814328153,126.857062195471,02-2644-3543,398명,0명,398명,http://shinjeong.sen.hs.kr,가사계  | 상업계 
서울여자상업고등학교,서울특별시 관악구 관악로 85,37.4729045674501,126.950918062755,02-873-3613,566명,0명,566명,http://sys.sen.hs.kr,특성화 
양정고등학교,서울특별시 양천구 안양천로 1039,37.5353922607054,126.887734285049,02-2649-7071,1021명,1021명,0명,http://www.yangchung.hs.kr,일반계 
예일디자인고등학교,서울특별시 은평구 연서로 117,37.6109458980893,126.914792838283,02-380-0855,535명,0명,535명,http://yaledesign.sen.hs.kr,특성화 
덕수고등학교,서울특별시 성동구 왕십리로 199,37.5552642216916,127.041141809583,02-2292-5707,102명,83명,19명,http://duksoo.sen.hs.kr,상업계  | 일반계  | 특성화 
서울세종고등학교,서울특별시 강남구 광평로51길 36,37.4903893469638,127.102796812957,070-8668-3119,540명,251명,289명,http://seoulsejong.sen.hs.kr,일반계 
동구마케팅고등학교,서울특별시 성북구 성북로8길 71,37.5941058673244,127.008215312445,02-762-1301,323명,0명,323명,http://donggoo.sen.hs.kr,상업계  | 특성화 
인덕과학기술고등학교,서울특별시 노원구 초안산로 12,37.6303438661503,127.054499915273,02-902-2060,630명,495명,135명,http://induk.sen.hs.kr,공업계 
수도전기공업고등학교,서울특별시 강남구 개포로 410,37.4849375350333,127.064478665219,070-4673-9800,578명,479명,99명,http://sudo.sen.hs.kr,공업계 
숙명여자고등학교,서울특별시 강남구 남부순환로 2807,37.4914753613052,127.052612582715,02-3462-5011,1124명,0명,1124명,http://sm.sen.hs.kr,일반계 
서울디지텍고등학교,서울특별시 용산구 회나무로12길 27,37.5389694235589,126.990617730566,02-798-3641,254명,211명,43명,http://www.sdh.hs.kr,공업계 공업계 
삼성고등학교,서울특별시 관악구 신림로 41,37.469107701859,126.944010788599,02-871-7583,363명,175명,188명,http://samsung.sen.hs.kr,일반계 
문일고등학교,서울특별시 금천구 시흥대로47길 45,37.4489152569278,126.898720653088,02-802-2301,824명,824명,0명,http://moonil.sen.hs.kr,일반계 
배문고등학교,서울특별시 용산구 효창원로 258,37.5499187190496,126.963904100329,02-3480-7100,350명,350명,0명,http://www.baemoon.hs.kr,일반계 
선덕고등학교,서울특별시 도봉구 시루봉로 53,37.6562750160952,127.026703057445,02-997-4111,1116명,1116명,0명,http://sunduck.sen.hs.kr,일반계 
한성고등학교,서울특별시 서대문구 북아현로1길 24,37.559096439531,126.954456481223,02-363-4943,461명,461명,0명,http://hanseong.sen.hs.kr,일반계 
한가람고등학교,서울특별시 양천구 목동서로 15,37.5374620404618,126.88400754353,02-2642-3862,599명,291명,308명,http://www.hangaram.hs.kr,일반계 
세화고등학교,서울특별시 서초구 신반포로 56-7,37.5019964569165,126.994230013893,02-594-8721,1057명,1057명,0명,http://www.sehwa.hs.kr,일반계 
수도여자고등학교,서울특별시 동작구 여의대방로10길 73,37.4928014552579,126.914907105304,02-2102-3506,827명,0명,827명,http://sudogh.sen.hs.kr,일반계 
중앙대학교사범대학부속고등학교,서울특별시 강남구 선릉로 207,37.4918425685769,127.05169012944,02-579-4005,963명,396명,567명,http://cau.sen.hs.kr,일반계 
방산고등학교,서울특별시 송파구 오금로27길 18,37.5083995194679,127.120469638696,02-418-2602,787명,365명,422명,http://bangsan.sen.hs.kr,일반계 
용문고등학교,서울특별시 성북구 고려대로17가길 46,37.5886903262008,127.024660795253,02-928-3871,853명,853명,0명,http://yongmoon.sen.hs.kr,일반계 
보성고등학교,서울특별시 송파구 양재대로 1278,37.5200898870034,127.135729296295,02-2152-2430,796명,796명,0명,http://posung.sen.hs.kr,일반계 
영신간호비즈니스고등학교,서울특별시 노원구 중계로16나길 13,37.6525485061054,127.08350874514,02-951-5772,479명,0명,479명,http://youngshin.sen.hs.kr,가사계  | 상업계  | 전문계 
정신여자고등학교,서울특별시 송파구 올림픽로4길 16,37.5094538398143,127.073847329188,02-423-2775,910명,0명,910명,http://chungshin.sen.hs.kr,일반계 
서서울생활과학고등학교,서울특별시 구로구 오리로 1355-10,37.5038291911751,126.828259957002,02-2613-5272,734명,369명,365명,http://ssls.sen.hs.kr,상업계 가사계  | 상업계 
강서공업고등학교,서울특별시 강서구 방화대로47길 9,37.5760340875363,126.816181657979,02-2666-2106,404명,335명,69명,https://gangseo-th.sen.hs.kr/,공업계 
세그루패션디자인고등학교,서울특별시 도봉구 시루봉로 53,37.6562750160952,127.026703057445,02-993-0211,442명,0명,442명,http://sfd.sen.hs.kr,가사계  | 상업계 
경복여자고등학교,서울특별시 강서구 화곡로63길 40,37.5578218303652,126.850595718037,02-3661-1741,602명,0명,602명,http://kb.sen.hs.kr,일반계 
대광고등학교,서울특별시 동대문구 안암로 6,37.5779546698355,127.025323479801,02-940-2202,798명,798명,0명,http://www.dgh.hs.kr,일반계 
선사고등학교,서울특별시 강동구 고덕로25길 17,37.5563158751807,127.13577562154,02-426-1749,604명,328명,276명,http://sunsa.sen.hs.kr,일반계 
불암고등학교,서울특별시 노원구 중계로 155,37.6491585296421,127.080305829512,02-936-7500,819명,428명,391명,http://buram.sen.hs.kr,일반계 
한양공업고등학교,서울특별시 중구 을지로 299,37.5658716036039,127.011443307588,02-2238-5181,757명,757명,0명,http://hanyang.sen.hs.kr,공업계 
성신여자고등학교,서울특별시 성북구 동소문로26가길 80,37.5942896306119,127.022407171613,02-6930-9100,607명,0명,607명,http://sungshin.sen.hs.kr,일반계 
고명외식고등학교,서울특별시 성북구 북악산로 870,37.5976746822279,127.019186925653,02-928-8366,512명,218명,294명,http://komyung.sen.hs.kr,상업계 
금천고등학교,서울특별시 금천구 시흥대로38길 26,37.4448950223082,126.904901769267,02-896-3181,676명,297명,379명,http://Geumcheon.sen.hs.kr,일반계 
가락고등학교,서울특별시 송파구 송이로 42,37.5010757915029,127.116425831354,02-416-4658,767명,312명,455명,http://garak.sen.hs.kr,일반계 
덕수고등학교(일반고),서울특별시 송파구 위례북로 10,37.4856006916683,127.147083560756,02-6952-2801,297명,160명,137명,https://duksoowr.sen.hs.kr,일반계 
중화고등학교,서울특별시 중랑구 봉화산로27길 62,37.6048146052263,127.083654104942,02-491-6807,547명,271명,276명,http://jung-hwa.sen.hs.kr,일반계 
숭실고등학교,서울특별시 은평구 은평터널로7길 6,37.5932748232178,126.902403937432,02-373-5910,1040명,1040명,0명,http://soongsil.sen.hs.kr,일반계 
재현고등학교,서울특별시 노원구 덕릉로82길 64,37.6612906377296,127.080799772038,02-932-4812,865명,865명,0명,http://jaehyun.sen.hs.kr,일반계 
청담고등학교,서울특별시 강남구 압구정로 419,37.5279473627751,127.043866627763,02-3496-8203,523명,215명,308명,http://chungdam.sen.hs.kr,일반계 
잠신고등학교,서울특별시 송파구 잠실로 24,37.5147012912615,127.08828295987,02-417-8771,703명,392명,311명,http://jamsin.sen.hs.kr,일반계 
대신고등학교,서울특별시 종로구 사직로 9,37.573123769216,126.96125454884,02-736-0317,388명,388명,0명,http://daeshin.sen.hs.kr,일반계 
광성고등학교,서울특별시 마포구 신수로8길 20,37.5486975552073,126.935969575594,02-703-3457,706명,706명,0명,http://kwangsung.sen.hs.kr,일반계 
여의도고등학교,서울특별시 영등포구 국제금융로7길 37,37.525051010673,126.934219234109,070-8661-3005,769명,769명,0명,http://yeouido.sen.hs.kr,일반계 
혜원여자고등학교,서울특별시 중랑구 봉우재로58길 39,37.5932798745236,127.097042711299,02-434-5946,568명,0명,568명,http://hyewon.sen.hs.kr,일반계 
은광여자고등학교,서울특별시 강남구 남부순환로359길 36,37.4883484513575,127.035021467585,02-3462-2005,712명,0명,712명,http://eunkwang.sen.hs.kr,일반계 
서울대학교사범대학부설고등학교,서울특별시 성북구 월곡로 6,37.594723843967,127.038120392429,02-913-7305,677명,318명,359명,https://snu.sen.hs.kr/,일반계 
진관고등학교,서울특별시 은평구 진관4로 26,37.643338571257,126.924382489033,02-358-0783,805명,451명,354명,http://jingwan.sen.hs.kr,일반계 
서울금융고등학교,서울특별시 양천구 가로공원로61길 19,37.5376595496119,126.825914607519,02-2694-3710,269명,201명,68명,http://seoulfc.sen.hs.kr,상업계 
해성국제컨벤션고등학교,서울특별시 동대문구 전농로20길 31,37.5818725994505,127.056976879173,070-8786-1300,433명,0명,433명,http://haesung.sen.hs.kr,특성화 
