,주소,위도,경도,전화번호,재학생 수,남학생 수,여학생 수,홈페이지,계열
강원고등학교,강원도 춘천시 동면 장학길 24,37.8949659609058,127.75641889943,033-258-4600,585명,585명,0명,http://www.kanggo.net,일반계 
함백고등학교,강원도 정선군 신동읍 함백로 376,37.2155524001319,128.674644288688,033-370-0144,74명,33명,41명,http://hambaek.gwe.hs.kr,상업계  | 일반계 
영월고등학교,강원도 영월군 영월읍 오무개길 51,37.1905944289343,128.47118737612,033-370-5005,269명,269명,0명,http://youngwol.gwe.hs.kr,일반계 
성수여자고등학교,강원도 춘천시 학당길 28,37.8801429645863,127.723868248074,033-245-7600,455명,0명,455명,http://ssg.gwe.hs.kr,상업계  | 일반계 
강릉명륜고등학교,강원도 강릉시 율곡로 2920-8,37.7631412579512,128.893867681355,033-644-4012,505명,505명,0명,http://grmr.gwe.hs.kr/,일반계 
춘천여자고등학교,강원도 춘천시 동면 만천양지길 95,37.8884898904249,127.763540316753,033-253-5292,792명,0명,792명,http://ccg.gwe.hs.kr,일반계 
강원도성수고등학교,강원도 춘천시 중앙로68번길 21,37.879820564872,127.724988563533,033-245-7500,585명,585명,0명,http://seongsu.gwe.hs.kr,일반계 
장성여자고등학교,강원도 태백시 일광마을길 8-12,37.1262971973869,129.005706433778,033-580-5074,312명,0명,312명,http://jangsung.gwe.hs.kr,일반계 
화천정보산업고등학교,강원도 화천군 화천읍 상승로 69,38.1077382837757,127.704758744159,033-440-1615,97명,47명,50명,http://hcinfo.gwe.hs.kr,공업계  | 상업계 
상지대관령고등학교,강원도 평창군 대관령면 해당화3길 24,37.6721560370171,128.704700787056,033-335-5091,75명,52명,23명,http://dhs.gwe.hs.kr,상업계  | 일반계 
동광산업과학고등학교,강원도 고성군 토성면 백촌길 30-15,38.2944544467281,128.542966318921,033-630-3150,119명,72명,47명,http://dongat.gwe.hs.kr,가사계  | 공업계  | 농업계 
강원도석정여자고등학교,강원도 영월군 영월읍 영월로 1914-11,37.1801634422028,128.459918250818,033-370-4444,236명,0명,236명,http://sjg.gwe.hs.kr,상업계  | 일반계 
횡성여자고등학교,강원도 횡성군 횡성읍 횡성로 252,37.4762827867645,127.981781266318,033-343-2011,328명,0명,328명,http://hs.gwe.hs.kr,상업계  | 일반계 
철원고등학교,강원도 철원군 철원읍 금학로251번안길 12,38.2096289132338,127.211280080211,033-455-6323,223명,223명,0명,http://cheorwon.gwe.hs.kr,일반계 
내면고등학교,강원도 홍천군 내면 구룡령로 5174,37.7664659981776,128.387738603794,033-439-3908,19명,14명,5명,http://naemyeon.gwe.hs.kr/main.do,일반계 
황지고등학교,강원도 태백시 번영로 179,37.1611203739688,128.985568772559,033-550-0714,365명,365명,0명,http://hwangji.gwe.hs.kr,일반계 
철원여자고등학교,강원도 철원군 동송읍 이평로123번길 40,38.2053098140497,127.210087971047,033-455-6328,228명,0명,228명,http://cwg.gwe.hs.kr,상업계  | 일반계 
도계고등학교,강원도 삼척시 도계읍 도계느티로 69,37.2295502031483,129.053488102704,033-540-0895,116명,55명,61명,http://dogye.gwe.hs.kr/,공업계  | 일반계 
주천고등학교,강원도 영월군 주천면 주천로89번길 41,37.2735517942658,128.26507937439,033-370-6000,85명,49명,36명,http://jucheon.gwe.hs.kr,농업계  | 일반계 
양양고등학교,강원도 양양군 양양읍 복개길 23-12,38.0726665301603,128.616508414678,033-670-8600,407명,227명,180명,http://yang.gwe.hs.kr,상업계  | 일반계 
원주삼육고등학교,강원도 원주시 북원로 1996,37.3260422027416,127.922736631349,033-731-6891,325명,185명,140명,http://wonju36.gwe.hs.kr/,일반계 
삼척고등학교,강원도 삼척시 사대안길 21,37.4458238755953,129.164065242529,033-570-8999,359명,359명,0명,http://samchok.gwe.hs.kr/,일반계 
김화공업고등학교,강원도 철원군 서면 와수1로 72,38.243407564458,127.434938014279,033-458-4223,114명,84명,30명,http://gimhwatech.gwe.hs.kr,공업계 
강원대학교사범대학부설고등학교,강원도 춘천시 서부대성로 257,37.873431845628,127.747597308901,033-254-1994,699명,311명,388명,http://sdhs.gwe.hs.kr/,일반계 
문막고등학교,강원도 원주시 문막읍 문막시장1길 58,37.3052737003685,127.814758535127,033-734-1348,211명,119명,92명,http://munmak.gwe.hs.kr,일반계 
원주의료고등학교,강원도 원주시 문막읍 원문로 1756,37.3144602690325,127.822527381205,033-730-8110,321명,210명,111명,http://wonjumedi.gwe.hs.kr,공업계  | 상업계 
춘천계성학교,강원도 춘천시 후만로24번길 45,37.8706295089856,127.752122771858,033-256-4652,46명,0명,0명,http://kds76.gwe.sc.kr,일반계 
북평여자고등학교,강원도 동해시 동굴로 55,37.5177140671022,129.109049127234,033-530-7500,472명,0명,472명,http://bukyo.gwe.hs.kr,일반계 
홍천고등학교,강원도 홍천군 홍천읍 석화로 109-10,37.6979382333048,127.890705256677,033-439-3100,447명,447명,0명,http://honggo.gwe.hs.kr,일반계 
양구여자고등학교,강원도 양구군 양구읍 박수근로 327,38.1009113952741,127.980819710134,033-480-1668,201명,0명,201명,http://yanggugirl.gwe.hs.kr,상업계  | 일반계 
진부고등학교,강원도 평창군 진부면 솔천길 69,37.6361552593474,128.552610299155,033-335-7501,150명,78명,72명,http://jinbu.gwe.hs.kr,상업계  | 일반계 
강원도대화고등학교,강원도 평창군 대화면 대화중앙로 32-8,37.4932955207994,128.45998341991,033-333-2762,89명,52명,37명,http://daehwa.gwe.hs.kr,공업계  | 일반계 
원주고등학교,강원도 원주시 치악로 1765,37.3400783269485,127.955817991673,033-740-9000,913명,913명,0명,http://wonjugo.gwe.hs.kr,일반계 
고한고등학교,강원도 정선군 고한읍 고한9길 160,37.20615371702,128.852915769813,033-590-8416,39명,25명,14명,http://gohan.gwe.hs.kr,상업계  | 일반계 
강원명진학교,강원도 춘천시 충열로 60,37.8992192242844,127.734629176257,033-253-3011,74명,0명,0명,http://http//mj.gwe.sc.kr,일반계 
고성고등학교,강원도 고성군 간성읍 수성로 125,38.3782834001836,128.461002867224,033-680-7006,227명,109명,118명,http://goseonggo.gwe.hs.kr,일반계 
원덕고등학교,강원도 삼척시 원덕읍 삼척로 480,37.1785967825941,129.331538151114,033-571-5203,30명,10명,20명,http://wondeok.gwe.hs.kr/,일반계 
강원도대성고등학교,강원도 원주시 북원로 2001,37.327309713959,127.920865449473,033-737-6312,822명,822명,0명,http://daesunggo.gwe.hs.kr,일반계 
간동고등학교,강원도 화천군 간동면 파로호로 945-21,38.0563712031279,127.791591266536,033-440-1940,50명,31명,19명,http://gandong.gwe.hs.kr,일반계 
강원도대진고등학교,강원도 고성군 현내면 화진포길 476,38.4854053515699,128.433299180053,033-680-6659,21명,13명,8명,http://daejin.gwe.hs.kr,일반계 
속초여자고등학교,강원도 속초시 배움터길 16,38.1991040817041,128.567932458316,033-634-3210,666명,0명,666명,http://sokcho-gh.gwe.hs.kr,일반계 
묵호고등학교,강원도 동해시 승지로 37,37.5377345920533,129.095746718763,033-530-7104,459명,257명,202명,http://mukho.gwe.hs.kr,일반계 
철암고등학교,강원도 태백시 상철암길 10-32,37.1218813953892,129.04427779158,033-580-9100,41명,8명,33명,http://cholamgagiohs.gwe.hs.kr/main.do,일반계 
속초청해학교,강원도 속초시 동해대로4511번길 32,38.2196992213461,128.560990592389,033-638-6606,86명,0명,0명,http://cheonghae.gwe.sc.kr,일반계 
태백기계공업고등학교,강원도 태백시 평화길 8-24,37.0990206677554,129.021284145906,"033-580-5912,5810",159명,155명,4명,http://taebaek-mh.gwe.hs.kr,공동실습소  | 공업계 
원주여자고등학교,강원도 원주시 배울로 227,37.3368102685105,127.977055306308,033-738-6000,899명,0명,899명,http://wonju-g.gwe.hs.kr,일반계 
원주청원학교,강원도 원주시 원문로137번길 34,37.3542957678106,127.928880240581,033-745-0612,124명,0명,0명,http://chongwon.gwe.sc.kr,일반계 
김화고등학교,강원도 철원군 서면 와수1로 90,38.2440454193333,127.433371925202,033-458-4231,169명,78명,91명,http://gimhwa.gwe.hs.kr,일반계 
원통고등학교,강원도 인제군 북면 원통로 285,38.1274711457242,128.212981279374,033-460-8850,208명,106명,102명,http://wontong.gwe.hs.kr,일반계 
강릉중앙고등학교,강원도 강릉시 강변로 422,37.7573649651654,128.915033407896,033-610-6600,541명,541명,0명,http://gja.gwe.hs.kr,공동실습소  | 공업계  | 농업계 
홍천농업고등학교,강원도 홍천군 홍천읍 홍천로 678-15,37.7054129821684,127.912077248611,033-439-3514,213명,132명,81명,http://hongnong.gwe.hs.kr,공동실습소  | 농업계 
서석고등학교,강원도 홍천군 서석면 구룡령로 2570,37.7093758192752,128.189715810234,033-439-3801,54명,25명,29명,http://seoseokhs.gwe.hs.kr,일반계 
홍천여자고등학교,강원도 홍천군 홍천읍 꽃뫼로 71,37.6918123812042,127.881236662895,033-439-8807,474명,0명,474명,http://hcg.gwe.hs.kr,일반계 
여량고등학교,강원도 정선군 여량면 여량7길 42,37.4687804890006,128.726306228944,033-562-4124,14명,11명,3명,http://yoerang.gwe.hs.kr,일반계 
강원예술고등학교,강원도 강릉시 구정면 칠봉로 670-34,37.7218992984839,128.864361027733,033-650-2700,174명,24명,150명,http://gwarts.gwe.hs.kr,예술계 
육민관고등학교,강원도 원주시 흥업면 북원로 1800,37.309363567466,127.918485502556,033-763-8874,830명,424명,406명,http://ymk.gwe.hs.kr,일반계 
강릉오성학교,강원도 강릉시 송정길 43,37.779291409639,128.930636672201,033-820-5090,112명,0명,0명,http://knose.gwe.sc.kr/,일반계 
사내고등학교,강원도 화천군 사내면 포화로 1093,38.0647142410865,127.519109503159,033-440-4263,98명,56명,42명,http://sanae.gwe.hs.kr,일반계 
강원도상동고등학교,강원도 영월군 상동읍 태백산로 3147,37.1252584066512,128.822454381875,033-378-2521,5명,3명,2명,http://sangdong.gwe.hs.kr,일반계 
황지정보산업고등학교,강원도 태백시 문화로1길 1,37.1686950860398,128.987720308413,033-550-6500,109명,23명,86명,http://hwangji-iih.gwe.hs.kr,상업계 
영서고등학교,강원도 원주시 치악로 1384,37.3130767034015,127.979760147013,033-769-5020,642명,315명,327명,http://yeongseo.gwe.hs.kr,농업계  | 상업계 
강원외국어고등학교,강원도 양구군 양구읍 금강산로 437-12,38.1198280799261,127.990516403097,033-481-0500,307명,102명,205명,http://gf.gwe.hs.kr/,외국어계 
강원체육고등학교,강원도 춘천시 자라우새길 126,37.8591222889031,127.69480403142,033-250-9330,204명,136명,68명,http://gangwon-ph.gwe.hs.kr,체육계 
평창고등학교,강원도 평창군 평창읍 노람들길 141,37.3719883763055,128.4046889533,033-332-2832,264명,130명,134명,http://kwpc.gwe.hs.kr,일반계 
원주공업고등학교,강원도 원주시 고문골길 54,37.3389669628068,128.008387644189,033-747-6162,597명,547명,50명,http://wonjugg.gwe.hs.kr,공업계 
강원과학고등학교,강원도 원주시 치악로 2242,37.3754276525263,127.973197728272,033-740-9700,163명,137명,26명,http://kangwon-sh.gwe.hs.kr/,과학계 
봉평고등학교,강원도 평창군 봉평면 기풍4길 27-6,37.6177085686894,128.381350768869,033-339-7800,96명,62명,34명,http://bongpyeong.gwe.hs.kr/,일반계 
전인고등학교,강원도 춘천시 동산면 새술막길 630,37.7879101212932,127.751207038934,033-262-3450,69명,43명,26명,http://jeonin.gwe.hs.kr,대안 
가정중학교,강원도 춘천시 남면 여우내길 20,37.7367930212524,127.577736325259,033-260-0300,102명,54명,48명,http://gajeong.gwe.ms.kr/,대안 
동해상업고등학교,강원도 동해시 느릅재길 65,37.5432042401164,129.094178533918,033-520-2666,135명,65명,70명,http://donghae.gwe.hs.kr,상업계 
삼척여자고등학교,강원도 삼척시 남산길 6,37.4376951547033,129.16527135925,033-570-8700,449명,0명,449명,http://sam-g.gwe.hs.kr,상업계  | 일반계 
진광고등학교,강원도 원주시 진광길 50,37.3729153869783,127.935827817378,033-742-2969,827명,827명,0명,http://jinkwang.gwe.hs.kr/,일반계 
신남고등학교,강원도 인제군 남면 신남로 47-35,37.9698566639305,128.079488891166,033-461-6234,48명,22명,26명,http://sinnam.gwe.hs.kr,일반계 
봉의고등학교,강원도 춘천시 후석로250번길 22,37.8736849290262,127.754388767874,033-815-0100,732명,375명,357명,http://bongeui.gwe.hs.kr,공업계  | 일반계 
사북고등학교,강원도 정선군 사북읍 소금강로 3640,37.2281183596733,128.828858911493,033-590-0101,127명,60명,67명,http://sabuk.gwe.hs.kr,공업계  | 일반계 
임계고등학교,강원도 정선군 임계면 백두대간로 1313,37.4928558491919,128.846029402919,033-562-6221,18명,9명,9명,http://imgye.gwe.hs.kr,일반계 
강릉문성고등학교,강원도 강릉시 지변길 158,37.7756306166669,128.870032713292,033-650-9555,635명,265명,370명,http://kms.gwe.hs.kr/,상업계  | 일반계 
정선고등학교,강원도 정선군 정선읍 봉양4길 15,37.3782167692101,128.66091705656,033-562-0931,259명,119명,140명,http://jeongseon.gwe.hs.kr/,일반계 
정선정보공업고등학교,강원도 정선군 정선읍 용담샛길 2,37.3804561211175,128.647134607205,033-560-9400,109명,64명,45명,http://jsv.gwe.hs.kr,공업계  | 상업계 
춘천기계공업고등학교,강원도 춘천시 후석로462번길 53,37.891925865206,127.746428386038,033-258-8600,817명,817명,0명,http://ccm.gwe.hs.kr,공동실습소  | 공업계 
태백라온학교,강원도 태백시 금천길 179,37.0924858989614,128.994176588828,033-582-9183,36명,0명,0명,https://tbraon.gwe.sc.kr,일반계 
한국소방마이스터고등학교,강원도 영월군 영월읍 영모전길 108,37.1885454294382,128.471905956773,033-373-2765,234명,184명,50명,http://fire-meister.gwe.hs.kr,공업계 
속초고등학교,강원도 속초시 사진용촌길 42,38.2249418028114,128.584268567352,033-634-6000,677명,677명,0명,http://sokcho.gwe.hs.kr,일반계 
강릉고등학교,강원도 강릉시 강릉대로587번길 68,37.7889180415832,128.915987221245,033-650-5134,510명,510명,0명,http://ganggo.gwe.hs.kr,일반계 
양구고등학교,강원도 양구군 양구읍 중심로 115,38.1010174172077,127.990828085183,033-480-3450,201명,201명,0명,http://yanggu.gwe.hs.kr,농업계  | 일반계 
화천고등학교,강원도 화천군 하남면 춘화로 3348-9,38.096941187768,127.708268419874,033-440-1860,199명,96명,103명,http://hwacheon.gwe.hs.kr,일반계 
둔내고등학교,강원도 횡성군 둔내면 둔내로 22,37.5108291547497,128.212722303377,033-342-1197,59명,38명,21명,http://dunnae.gwe.hs.kr,일반계 
도계전산정보고등학교,강원도 삼척시 도계읍 도계느티로 24,37.2315185747289,129.04797469799,033-540-1000,28명,8명,20명,http://dgs.gwe.hs.kr,상업계 
춘천한샘고등학교,강원도 춘천시 신북읍 신샘밭로 363-12,37.926436533772,127.751434108059,033-248-8700,438명,90명,348명,http://hansaem.gwe.hs.kr,가사계  | 공업계  | 상업계 
기린고등학교,강원도 인제군 기린면 창암길 20,37.946206049096,128.311690024898,033-460-0212,73명,38명,35명,http://girin.gwe.hs.kr/,일반계 
동해광희고등학교,강원도 동해시 청운로 112,37.4898827746148,129.102654234346,033-520-0706,620명,292명,328명,http://dhkh.gwe.hs.kr/,상업계  | 일반계 
동해삼육고등학교,강원도 동해시 동해대로 5367,37.522054554561,129.099707571828,070-4000-4801,93명,53명,40명,http://dhsy.gwe.hs.kr,일반계 
북평고등학교,강원도 동해시 효자남길 51,37.4900812208129,129.106501511684,033-520-8888,536명,536명,0명,http://bukpyeong.gwe.hs.kr,공업계  | 일반계 
황지고등학교부설방송통신고등학교,강원도 태백시 번영로 179,37.1611203739688,128.985568772559,033-550-0770,39명,13명,26명,http://hwangji.gwe.hs.kr,일반계 
현천고등학교,강원도 횡성군 둔내면 경강로 4119,37.4859599759902,128.170536242374,033-900-3300,125명,58명,67명,http://hchs.gwe.hs.kr,대안 
소양고등학교,강원도 춘천시 영서로 2872,37.9100160316502,127.723294478774,033-258-5888,218명,104명,114명,http://soyang.gwe.hs.kr,공업계  | 농업계 
강릉정보공업고등학교,강원도 강릉시 주문진읍 학교길 26,37.8805017384637,128.830215895653,033-660-5599,228명,89명,139명,http://git.gwe.hs.kr/,가사계  | 공업계  | 상업계 
안흥고등학교,강원도 횡성군 안흥면 서동로 1121,37.4125923588839,128.152759828941,033-342-4003,35명,18명,17명,http://anheung.gwe.hs.kr/,일반계 
마차고등학교,강원도 영월군 북면 문학로길 25-8,37.2553294103104,128.451328891585,033-372-3971,49명,28명,21명,http://macha.gwe.hs.kr,일반계 
강원애니고등학교,강원도 춘천시 서면 박사로 1025,37.9061646105194,127.700438667109,033-248-5500,179명,40명,139명,http://anischool.gwe.hs.kr,공업계 
신철원고등학교,강원도 철원군 갈말읍 명성로149번길 64,38.1470665784169,127.303849564798,033-450-1400,254명,139명,115명,http://scw.gwe.hs.kr,농업계  | 상업계  | 일반계 
강원도설악고등학교,강원도 속초시 청대로 219,38.1852130607914,128.573333823033,033-630-0300,628명,344명,284명,http://seolak.gwe.hs.kr,상업계  | 일반계 
가곡고등학교,강원도 삼척시 가곡면 가곡천로 1427,37.1463458375741,129.204826846972,033-570-6940,8명,3명,5명,http://gagog.gwe.hs.kr,일반계 
강원생활과학고등학교,강원도 홍천군 남면 새작들길 11,37.6088847145197,127.770124253203,033-439-3600,174명,16명,158명,http://gangwonps.gwe.hs.kr,가사계  | 상업계 
강릉여자고등학교,강원도 강릉시 용지로 107,37.7596512105109,128.903432071866,033-650-9908,697명,0명,697명,http://gn-girl.gwe.hs.kr,일반계 
