,주소,위도,경도,전화번호,재학생 수,남학생 수,여학생 수,홈페이지,계열
울산예술고등학교,울산광역시 울주군 웅촌면 웅촌로 621-6,35.4818641003249,129.216273775095,052-221-6266,240명,67명,173명,http://ulsanart.hs.kr,예술계 
언양고등학교,울산광역시 울주군 언양읍 언양로 53,35.5617692592426,129.132019190307,052-263-2022,454명,218명,236명,http://www.eonyang.hs.kr/,농업계  | 일반계 
현대공업고등학교,울산광역시 동구 미포로 122,35.5386683700673,129.430888661807,052-250-0300,340명,332명,8명,http://hit.hs.kr,공업계 공업계 
울산생활과학고등학교,울산광역시 동구 학문로 70,35.5042368075827,129.421010743389,052-235-9661,551명,256명,295명,http://www.uvhe.hs.kr,가사계  | 가사실업계 
삼일여자고등학교,울산광역시 남구 두왕로190번길 59,35.5159310449165,129.316772024197,052-271-6889,142명,0명,142명,http://www.samil-us.hs.kr,일반계 
호계고등학교,울산광역시 북구 동대11길 31,35.6305407724359,129.355371397941,052-219-0600,827명,373명,454명,http://hogye.hs.kr,일반계 
울산스포츠과학중학교,울산광역시 북구 산음3길 16,35.6237505884655,129.431301377001,052-716-5010,66명,35명,31명,http://www.ussmh.hs.kr,체육계 
울산에너지고등학교,울산광역시 북구 화동2길 28,35.5900355976062,129.369720889131,052-288-8256,355명,239명,116명,http://www.usenergy.hs.kr/,공업계 
울산중앙여자고등학교,울산광역시 중구 내황2길 33,35.5545846142063,129.344175848574,052-293-1697,394명,0명,394명,http://nanwon.hs.kr/,일반계 
성신고등학교,울산광역시 중구 성신고교길 26,35.562706564575,129.327841530492,052-298-0882,574명,301명,273명,http://sungshin-us.hs.kr,일반계 
울산중앙고등학교,울산광역시 중구 난곡로 33,35.556094743725,129.284449574972,052-247-0892,376명,376명,0명,http://usja.hs.kr,일반계 
무거고등학교,울산광역시 남구 대학로1번길 17-28,35.5362547813264,129.250418684678,052-277-9123,492명,214명,278명,http://www.mugeo.hs.kr,일반계 
무거중학교,울산광역시 남구 대학로1번길 17-18,35.5376327614573,129.251588269384,052-710-5300,374명,197명,177명,http://www.mugeo.ms.kr,일반계 
장검중학교,울산광역시 울주군 범서읍 장검1길 4,35.5543765274253,129.253964846512,0522259339,523명,258명,265명,http://janggeom.ms.kr,일반계 
울산광역시 문현고등학교,서울특별시 송파구 충민로 115,37.4813135489878,127.128762268141,02-6951-8702,620명,307명,313명,http://munhyeon.sen.hs.kr,일반계 
신정고등학교,울산광역시 남구 문수로 458,35.5329382489622,129.301990581426,052-258-1801,720명,720명,0명,http://www.shinjung-us.hs.kr/,일반계 
학성고등학교,울산광역시 남구 문수로 436,35.5316043971898,129.300352883488,052-257-2077,722명,722명,0명,http://www.haksung.hs.kr,일반계 
매곡고등학교,울산광역시 북구 매산로 45,35.6448139451953,129.359528696398,052-290-5910,722명,331명,391명,http://www.maegok.hs.kr,일반계 
대송고등학교,울산광역시 동구 봉수로 210,35.5056934339129,129.419345385928,052-236-2920,635명,340명,295명,http://www.daesong.hs.kr,일반계 
울산여자상업고등학교,울산광역시 남구 두왕로 304,35.5290341630246,129.309887318337,052-257-2301,681명,0명,681명,http://www.ulsangch.hs.kr,상업계 
천상고등학교,울산광역시 울주군 범서읍 당앞로 96,35.5656463735796,129.222112145286,052-998-8600,942명,457명,485명,http://cheonsang.hs.kr,일반계 
화암고등학교,울산광역시 동구 화암7길 55,35.4769809986144,129.409584986067,052-230-3710,417명,210명,207명,http://hwaam.hs.kr,일반계 
울산마이스터고등학교,울산광역시 북구 율동6길 7,35.5607573423515,129.37817804849,052-702-2002,345명,345명,0명,http://www.ulsanmeister.hs.kr,공업계 
울산애니원고등학교,울산광역시 중구 성안11길 21,35.578717578477,129.321113348039,052-248-4030,282명,74명,208명,http://www.anione.hs.kr,공업계 
다전초등학교,울산광역시 중구 다운로 176,35.5677222635748,129.268247899057,052-710-5773,234명,109명,125명,http://www.dajeon.es.kr,일반계 
