,주소,위도,경도,전화번호,재학생 수,남학생 수,여학생 수,홈페이지,계열
양동여자중학교,부산광역시 부산진구 황령산로605번길 35-32,35.1701929015609,129.081000097654,051-713-5500,468명,0명,468명,http://www.yangdong-gm.ms.kr,일반계 
세연고등학교,부산광역시 남구 진남로 82-19,35.1396492103605,129.085826000163,051-632-4251,409명,206명,203명,http://seyeon.hs.kr,상업계 
동래고등학교,부산광역시 동래구 충렬대로285번길 22,35.2009008282394,129.092702460617,051-555-0151,687명,687명,0명,http://dongnae.hs.kr/,일반계 
부산중앙고등학교,부산광역시 남구 진남로127번길 50,35.1398659972405,129.078651080715,051-209-7600,466명,466명,0명,http://www.bjungang.hs.kr,일반계 
성도고등학교,부산광역시 북구 시랑로132번길 87,35.1939754532565,129.005437912679,051-332-0601,520명,520명,0명,http://www.sungdo.hs.kr,일반계 
부산정보관광고등학교,부산광역시 금정구 동현로 37,35.2239489683268,129.091910329086,051-518-7923,473명,201명,272명,http://www.pusan-ith.hs.kr/,상업계  | 특성화 
부산기계공업고등학교,부산광역시 해운대구 해운대로 569,35.1618414608083,129.152898310746,051-741-5111,784명,784명,0명,http://school.busanedu.net/bmt-h/main.do,공업계 
삼정고등학교,부산광역시 북구 시랑로118번길 53,35.1936008195928,129.010057451757,051-361-9802,498명,0명,498명,http://www.sj.hs.kr,상업계  | 일반계 
부산문화여자고등학교,부산광역시 해운대구 해운대로469번길 50,35.1659740667895,129.143533817713,051-746-2952,485명,0명,485명,http://bs-moonhwa.hs.kr/,가사실업계  | 상업계  | 특성화 
부산성우학교,부산광역시 기장군 장안읍 대룡2길 45,35.3742612873858,129.263191769891,051-911-1000,49명,0명,0명,http://sungwoo.sc.kr,일반계 
부산광역시 신도고등학교,서울특별시 은평구 통일로 961,37.6291325083008,126.918748608965,02-3157-0021,599명,327명,272명,http://sindo.sen.hs.kr,일반계 
부산맹학교,부산광역시 동래구 충렬사로67번길 56,35.2068611185893,129.097055225093,051-523-0057,73명,0명,0명,http://www.busanmaeng.sc.kr,일반계 
브니엘여자고등학교,부산광역시 금정구 체육공원로 154,35.254853055713,129.103926382394,051-582-9181,222명,0명,222명,http://ipeniel.hs.kr/,일반계 
동천고등학교,부산광역시 남구 못골번영로 105,35.1443372223072,129.08680425263,051-628-1300,525명,525명,0명,http://dongcheon.hs.kr,일반계 
부산광역시 광명고등학교,경기도 광명시 오리로876번길 17,37.478571169867,126.865989571814,02-2680-0583,875명,452명,423명,http://www.gmhs.hs.kr,일반계 
서부산공업고등학교,부산광역시 사상구 백양대로768번길 115,35.1732769084333,128.993319136469,051-309-3100,395명,368명,27명,http://www.sth.hs.kr,공업계 
부산동성고등학교,부산광역시 부산진구 동성로 16,35.1515169206016,129.069779256029,051-802-4631,388명,388명,0명,http://psdongsung.hs.kr/,일반계 
분포고등학교,부산광역시 남구 분포로 57,35.1298197987824,129.115346308335,051-610-3311,462명,182명,280명,http://www.bunpo.hs.kr,일반계 
한국조형예술고등학교,부산광역시 남구 동명로169번길 38,35.1204879582664,129.116559713261,051-620-2700,484명,100명,384명,http://school.busanedu.net/adk-h,공업계  | 예술계  | 일반계 
구덕고등학교,부산광역시 사상구 학감대로 81,35.1384271633606,128.990746329752,051-320-9200,404명,404명,0명,http://www.gudeok.hs.kr,일반계 
부일전자디자인고등학교,부산광역시 사하구 감천로73번길 36,35.0907360856604,129.002560444682,051-208-7403,406명,262명,144명,http://www.buil.hs.kr,공업계 
부산고등학교,부산광역시 동구 초량로40번길 23,35.1214672531235,129.036629561679,051-600-0700,382명,382명,0명,http://busan.hs.kr,일반계 
부산광역시 부흥고등학교,경기도 안양시 동안구 달안로 15,37.3933066406004,126.944622150621,031-389-7310,995명,524명,471명,http://www.puhung.hs.kr,일반계 
해강고등학교,부산광역시 해운대구 해운대해변로 33,35.1641139192501,129.137539007121,051-749-8800,793명,424명,369명,http://www.haegang.hs.kr,일반계 
경혜여자고등학교,부산광역시 북구 시랑로21번길 138,35.2041876060598,129.010503832856,051-336-1042,406명,0명,406명,http://kyonghye.hs.kr/,일반계 
덕문고등학교,부산광역시 강서구 동선길 172,35.0510819486058,128.828940032842,051-979-6100,119명,73명,46명,http://www.duckmun.hs.kr,일반계 
대명여자고등학교,부산광역시 동래구 시실로 135,35.2121100102298,129.09621410633,051-526-3451,606명,0명,606명,http://www.daemyung.hs.kr,일반계 
명호고등학교,부산광역시 강서구 명지오션시티2로 97,35.0806288276976,128.900015759117,051-220-1300,744명,323명,421명,http://myeongho.hs.kr/,일반계 
브니엘고등학교,부산광역시 금정구 체육공원로 154,35.254853055713,129.103926382394,051-582-6608,386명,386명,0명,http://www.peniel.hs.kr,일반계 
연제고등학교,부산광역시 연제구 쌍미천로30번길 31,35.1776171492482,129.091836282014,051-850-2700,566명,239명,327명,http://yeonje.hs.kr/,일반계 
부산외국어고등학교,부산광역시 연제구 고분로 144,35.1837067178737,129.097147677545,051-850-1463,737명,222명,515명,http://www.pfl.hs.kr,외국어계 
경남공업고등학교,부산광역시 부산진구 전포대로175번길 22,35.1533482395584,129.063638749901,051-607-7300,641명,626명,15명,http://www.knt.hs.kr,공업계 
금정고등학교,부산광역시 동래구 명장로63번길 60-14,35.207713415485,129.107079827219,051-795-7105,580명,580명,0명,http://www.keumjeong.hs.kr,일반계 
덕문여자고등학교,부산광역시 수영구 연수로310번길 114,35.1677443933781,129.103648428619,051-756-1802,581명,0명,581명,http://www.dukmoon.hs.kr,일반계 
부산정보고등학교,부산광역시 부산진구 화지로 24,35.177523598521,129.064520463276,051-853-0871,547명,352명,195명,http://psinfo.hs.kr,상업계 
문현여자고등학교,부산광역시 남구 고동골로 86-41,35.144975801764,129.073675023897,051-630-1500,546명,0명,546명,http://www.munhyun.hs.kr,일반계 
화명고등학교,부산광역시 북구 화명신도시로 169,35.2395467603932,129.010691451468,051-330-5700,678명,349명,329명,http://www.hwamyeong.hs.kr/,일반계 
세정고등학교,부산광역시 부산진구 양정로 88-12,35.1699702577491,129.079361619356,051-860-1500,455명,210명,245명,http://www.sejeong.hs.kr,가사실업계  | 상업계 
부산자동차고등학교,부산광역시 사하구 하신중앙로3번나길 16,35.0755611241826,128.964307419799,051-263-4825,307명,307명,0명,http://www.automotive.hs.kr,공업계  | 직업 
부경고등학교,부산광역시 서구 망양로33번길 12,35.1157787998319,129.013306455898,051-600-8500,449명,237명,212명,http://www.saja.hs.kr/,상업계  | 일반계 
부산관광고등학교,부산광역시 서구 천마로 52,35.0824926337918,129.022431637694,051-248-3123,459명,205명,254명,http://www.bstour.hs.kr,상업계 
부산여자상업고등학교,부산광역시 수영구 금련로 43,35.1691149939292,129.096444664531,051-7976-700,495명,0명,495명,http://psgch.hs.kr,상업계 
부산혜송학교,부산광역시 서구 천마로50번길 1,35.0818750770768,129.022522182141,051-600-6700,147명,0명,0명,http://school.busanedu.net/hyesong-s-s/main.do,일반계 
금정전자고등학교,부산광역시 금정구 서금로 75,35.2217332794802,129.107301186225,051-540-0104,326명,307명,19명,http://geumjeong.hs.kr,공업계 
개금고등학교,부산광역시 부산진구 백양대로208번길 71,35.1608770202722,129.025639631061,051-890-5600,430명,430명,0명,http://kaekeum.hs.kr,일반계 
대양고등학교,부산광역시 남구 지게골로 128-27,35.1333821837638,129.073979746951,051-640-0580,396명,370명,26명,http://www.daeyang.hs.kr,공업계 
부산예술고등학교,부산광역시 금정구 체육공원로 20,35.2470423417948,129.098197198652,051-514-1230,1043명,188명,855명,http://pusanarts.hs.kr,예술계 
경남고등학교,부산광역시 서구 망양로111번길 65,35.1201981032821,129.020040379862,051-250-5000,486명,486명,0명,http://kyungnam.hs.kr,일반계 
예문여자고등학교,부산광역시 남구 동명로92번길 76,35.115528076916,129.107507680699,051-660-1506,521명,0명,521명,http://www.yeamoon.hs.kr,일반계 
부산광역시 혜화여자고등학교,서울특별시 강북구 인수봉로 127,37.6313084157842,127.013212021303,02-985-8415,620명,0명,620명,http://hyehwa-h.sen.hs.kr,일반계 
학산여자고등학교,부산광역시 동래구 충렬사로51번길 62,35.2064422850803,129.096549496864,051-525-1114,614명,0명,614명,http://www.hsgh.hs.kr,일반계 
해운대여자고등학교,부산광역시 해운대구 우동1로85번길 71,35.1696019502584,129.153023483112,051-741-6813,479명,0명,479명,http://hwdghs.hs.kr,일반계 
정관고등학교,부산광역시 기장군 정관읍 정관로 534,35.32211274772,129.169989888527,051-780-5890,1072명,489명,583명,http://jeonggwan.hs.kr,일반계 
부산디지털고등학교,부산광역시 중구 망양로 356,35.1088542935771,129.032446718094,051-460-0300,343명,255명,88명,http://digital.hs.kr,공업계 공업계 
부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,35.2156063065842,129.073058756179,051-606-0200,616명,596명,20명,http://kumgang.hs.kr/,공업계 
동주여자고등학교,부산광역시 중구 광복중앙로 18,35.1009588637352,129.03135389875,051-240-3006,420명,0명,420명,http://www.dongju.hs.kr,상업계  | 일반계 
부산공업고등학교,부산광역시 남구 수영로196번길 80,35.1301674053981,129.087687218828,051-607-3800,615명,591명,24명,http://pusan-th.hs.kr,공업계 
만덕고등학교,부산광역시 북구 함박봉로140번길 98-12,35.2017940579825,129.034587171122,051-330-3500,527명,281명,246명,http://www.mandeok.hs.kr/,일반계 
사직고등학교,부산광역시 동래구 쇠미로119번길 51,35.2036221372213,129.055978602166,051-5900-303,701명,319명,382명,http://www.sajik.hs.kr/,일반계 
부산광역시 성지고등학교,경기도 용인시 기흥구 갈곡로12번길 13,37.2722846824567,127.131267538042,031-547-3320,1038명,549명,489명,http://www.seongji.hs.kr/,공업계  | 일반계 
사직여자고등학교,부산광역시 동래구 쇠미로27번길 21,35.1968431020903,129.051447234444,051-7923-800,580명,0명,580명,http://www.sajik-g.hs.kr/,일반계 
부산장안고등학교,부산광역시 기장군 장안읍 장안고길 8-16,35.3187590096577,129.23612580741,051-720-1700,322명,181명,141명,http://jang-an.hs.kr/,일반계 
대진전자통신고등학교,부산광역시 금정구 수림로 92,35.2415054898132,129.081805199513,051-582-8100,568명,438명,130명,http://www.pdj.hs.kr,공업계 
부산센텀여자고등학교,부산광역시 해운대구 해운대로469번길 50-1,35.1659188356084,129.144357825848,051-731-3508,513명,0명,513명,http://school.busanedu.net/busan-cg-h/main.do,외국어계  | 일반계 
부산진고등학교,부산광역시 부산진구 성지로94번길 54,35.1797887826329,129.055217552705,051-810-0500,400명,400명,0명,http://www.pusanjin.hs.kr,일반계 
부산남일고등학교,부산광역시 수영구 망미배산로48번길 85-23,35.1785656351378,129.101171196941,051-750-0100,629명,629명,0명,http://bsnamil.hs.kr,일반계 
주례여자고등학교,부산광역시 사상구 가야대로366번길 146,35.1453651069352,129.013559706364,051-310-3502,601명,0명,601명,http://jurye.hs.kr,일반계 
남산고등학교,부산광역시 금정구 남산로 66,35.2680835826317,129.08590128832,051-514-9303,482명,228명,254명,http://www.ns.hs.kr,일반계 
부산국제고등학교,부산광역시 부산진구 백양관문로 105-70,35.1672262665457,129.023452565398,051-890-8305,506명,156명,350명,http://www.gukje.hs.kr,일반계 
성모여자고등학교,부산광역시 부산진구 양지로 29-1,35.1672613581424,129.072124023713,051-850-2222,507명,0명,507명,http://sung-mo.hs.kr,일반계 
부산대저고등학교,부산광역시 강서구 공항로811번가길 46,35.1775866767524,128.956293958325,051-973-7701,248명,248명,0명,http://daejeo.hs.kr,일반계 
반여고등학교,부산광역시 해운대구 반여로 136,35.2029591503392,129.126561239702,051-520-1730,489명,267명,222명,http://school.busanedu.net/banyeo-h/main.do,일반계 
배정고등학교,부산광역시 남구 장고개로85번길 14-16,35.132152049647,129.067413430466,051-632-4743,370명,370명,0명,http://baejeong.hs.kr/,일반계 
부산국제영화고등학교,부산광역시 동구 고관로 68,35.1249787772083,129.044215950578,051-468-7940,104명,39명,65명,http://bifh.hs.kr,공업계 공업계 
배정미래고등학교,부산광역시 남구 장고개로85번길 14-40,35.1310932228008,129.068086834397,051-635-2291-2,378명,102명,276명,http://mr.hs.kr,상업계 
부산중앙여자고등학교,부산광역시 동래구 온천천로 131,35.2078257856441,129.079906146817,051-555-0370,790명,0명,790명,http://www.busan-jag.hs.kr,일반계 
부산동암학교,부산광역시 연제구 톳고개로 50,35.18098910805,129.101830140592,051-758-1711,160명,0명,0명,http://www.dongam.sc.kr,일반계 
부산영상예술고등학교,부산광역시 영도구 영상길 100,35.0851361332504,129.04491746878,051-419-0322,399명,169명,230명,http://visual.hs.kr/,상업계  | 직업 
내성고등학교,부산광역시 금정구 서동로31번길 11,35.2213830204858,129.092745377557,051-580-0204,520명,520명,0명,http://www.naesung.hs.kr,일반계 
부산광역시 지산고등학교,경기도 파주시 가람로21번길 27-37,37.7354560541671,126.749870985895,031-930-4600,1183명,556명,627명,http://www.pajujisan.hs.kr,일반계 
부산진여자고등학교,부산광역시 부산진구 양정로 48,35.1695007378961,129.075097129338,1599-5789,493명,0명,493명,http://www.busanjin.hs.kr,일반계 
사상고등학교,부산광역시 사상구 강선로 24,35.1688803289896,128.985537202884,051-366-9700,421명,421명,0명,http://www.sasang.hs.kr,일반계 
부산광역시 경일고등학교,서울특별시 성동구 성수일로 27,37.5438298177401,127.047868294458,02-463-3520,337명,185명,152명,http://kyungil.sen.hs.kr,상업계  | 일반계 
충렬고등학교,부산광역시 동래구 명장로106번길 26,35.2028574973047,129.109573265839,051-510-0400,559명,559명,0명,http://www.pscr.hs.kr,일반계 
부산백양고등학교,부산광역시 북구 백양대로1016번길 64,35.1969530123256,128.997545281054,051-600-6515,420명,228명,192명,http://www.baekyang.hs.kr,상업계  | 일반계 
부산광역시 양정고등학교,서울특별시 양천구 안양천로 1039,37.5353922607054,126.887734285049,02-2649-7071,1021명,1021명,0명,http://www.yangchung.hs.kr,일반계 
부산보건고등학교,부산광역시 영도구 절영로 163,35.0815219348064,129.041283833883,051-418-9254,381명,128명,253명,http://busanhc.com,상업계 
금명여자고등학교,부산광역시 북구 양달로 101,35.2442903744252,129.024599983325,051-330-8672,375명,0명,375명,http://www.gmg.hs.kr,일반계 
부산혜남학교,부산광역시 남구 진남로166번길 10-19,35.1415054615718,129.082251370983,051-640-2600,179명,0명,0명,http://www.hyenam.sc.kr,일반계 
부산광역시 대광고등학교,서울특별시 동대문구 안암로 6,37.5779546698355,127.025323479801,02-940-2202,798명,798명,0명,http://www.dgh.hs.kr,공업계 공업계 
부산소프트웨어마이스터고등학교,부산광역시 강서구 가락대로 1393,35.189260985656,128.903968747629,051-971-2153,125명,89명,36명,http://www.bssm.hs.kr,공업계 
부산체육중학교,부산광역시 영도구 중리북로21번길 5,35.072054961404,129.064033975307,400-3090,120명,79명,41명,http://busport.ms.kr,체육계 
부산마케팅고등학교,부산광역시 부산진구 봉수로 13,35.1510804365952,129.07045186954,051-803-1264,521명,0명,521명,http://www.marketing.hs.kr,상업계  | 특성화 
계성여자고등학교,부산광역시 연제구 해맞이로109번길 47,35.1829754665442,129.067865796623,051-503-4894,375명,0명,375명,http://www.계성여자고등학교.com,상업계 
부산혜원학교,부산광역시 강서구 공항로 1319,35.2153440436732,128.988614777858,051-7966-400,108명,0명,0명,http://hyewon-s.sc.kr,일반계 
이사벨고등학교,부산광역시 연제구 중앙대로 1197,35.1935341410497,129.077938035705,051-590-2150,642명,314명,328명,http://www.isabelle.hs.kr,일반계 
개성고등학교,부산광역시 부산진구 당감서로 137,35.1676734965907,129.029952609767,051-897-6404,593명,255명,338명,http://www.gaesung.hs.kr,상업계  | 일반계 
경성전자고등학교,부산광역시 서구 꽃마을로 25,35.1165859678261,129.0124448548,051-253-2450,307명,245명,62명,http://경성전자고등학교.com,공업계 공업계 
기장고등학교,부산광역시 기장군 기장읍 차성서로 77,35.2401514766295,129.209025582923,051-750-8200,891명,445명,446명,http://www.Gijang.hs.kr,일반계 
가야고등학교,부산광역시 부산진구 엄광로 152,35.1463026445708,129.031087722149,051-893-1881,466명,149명,317명,http://www.gaya.hs.kr,일반계 
부산광역시 금곡고등학교,경기도 남양주시 경춘로992번길 10,37.6330915887098,127.212948673507,031-592-7081,810명,509명,301명,http://www.kumgok.hs.kr,일반계 
부산광역시 용인고등학교,경기도 용인시 처인구 금학로253번길 20-21,37.2405707192481,127.193087259605,031-330-8309,1092명,495명,597명,http://www.yongin.hs.kr,일반계 
부산혜성학교,부산광역시 남구 진남로166번길 10-9,35.1418311178709,129.08014427295,051-640-6700,220명,0명,0명,http://hyeseong-s.sc.kr,일반계 
해운대공업고등학교,부산광역시 해운대구 해운대로469번길 96,35.1676361572168,129.144102785181,051-792-7700,375명,375명,0명,http://www.hudt.hs.kr,공업계 
금정여자고등학교,부산광역시 금정구 서부로76번길 21,35.2202615713905,129.101147401397,051-712-3910,366명,0명,366명,http://www.kjung.hs.kr,일반계 
부산진여자상업고등학교,부산광역시 부산진구 진남로 524,35.1701017961024,129.072182723931,051-850-3500,433명,0명,433명,http://jin.hs.kr/,상업계 
부산체육고등학교,부산광역시 영도구 중리북로21번길 5,35.072054961404,129.064033975307,051-400-3005,285명,216명,69명,http://school.busanedu.net/busport-h/main.do,체육계 
부산배화학교,부산광역시 수영구 연수로310번길 73,35.169114000725,129.102951173197,051-760-2500,112명,0명,0명,http://baehwa.sc.kr,일반계 
부산동여자고등학교,부산광역시 수영구 남천서로32번길 39,35.1460270177529,129.104728523319,051-610-5800,535명,0명,535명,http://bdong-g.hs.kr/,일반계 
브니엘예술고등학교,부산광역시 금정구 체육공원로 154,35.254853055713,129.103926382394,051-513-9710,479명,175명,304명,http://www.penielart.or.kr/,예술계 
동래여자고등학교,부산광역시 금정구 체육공원로 20,35.2470423417948,129.098197198652,051-514-1227,432명,0명,432명,http://www.dongnae-gh.hs.kr,일반계 
동래원예고등학교,부산광역시 동래구 금강로 43,35.2146542412974,129.075498159706,051-550-3700,416명,265명,151명,http://school.busanedu.net/wonyea-h/main.do,농업계 
양운고등학교,부산광역시 해운대구 양운로 176,35.1778130598256,129.170249641412,051-702-0691,764명,391명,373명,http://yangwoon.hs.kr,일반계 
부산과학고등학교,부산광역시 금정구 금샘로 455-1,35.2637806647236,129.083378928465,051-580-8500,275명,199명,76명,http://bss.hs.kr,과학계 
한얼고등학교,부산광역시 남구 고동골로69번가길 54,35.1461610209521,129.071146233927,051-637-5983,295명,185명,110명,http://haneol.hs.kr,상업계  | 일반계 
해운대고등학교,부산광역시 해운대구 우동3로11번길 43,35.1714876011605,129.162473755162,051-742-0312,417명,417명,0명,http://www.haeundae.hs.kr,일반계 
부산컴퓨터과학고등학교,부산광역시 동구 초량로80번길 5,35.1210635047358,129.032912274757,051-460-0500,511명,374명,137명,http://www.pcs.hs.kr,상업계 
부산광역시 신정고등학교,울산광역시 남구 문수로 458,35.5329382489622,129.301990581426,052-258-1801,720명,720명,0명,http://www.shinjung-us.hs.kr/,일반계 
장안제일고등학교,부산광역시 기장군 장안읍 좌천2길 43,35.3145046642382,129.240745302742,051-719-9200,276명,133명,143명,http://www.janganjeil.hs.kr,일반계 
동아고등학교,부산광역시 사하구 괴정로244번길 63,35.0934092807155,128.984428430078,051-290-5000,681명,681명,0명,http://dong-a.hs.kr,일반계 
부산산업학교,부산광역시 사상구 백양대로768번길 64,35.173998176706,128.990444960097,051-309-8114,92명,43명,49명,http://www.sanup.hs.kr,공업계 
대덕여자고등학교,부산광역시 사상구 백양대로804번길 42-55,35.179445198582,128.993382622707,051-309-8810,448명,0명,448명,http://daeduk.hs.kr,일반계 
해운대관광고등학교,부산광역시 해운대구 우동2로60번길 38,35.1705255618567,129.157127834724,051)742-0043,454명,276명,178명,http://www.h-tour.hs.kr,상업계 
남성여자고등학교,부산광역시 중구 샘길 14,35.1057147891365,129.03441205823,051-461-0512,395명,0명,395명,http://www.psnamsung.hs.kr,일반계 
성일여자고등학교,부산광역시 사하구 다대로 161,35.0894995115559,128.980062642206,051-206-9092,519명,0명,519명,http://sungil-g.hs.kr,일반계 
부산남고등학교,부산광역시 영도구 중리북로 5,35.0699519599866,129.064966857285,051-403-7001,269명,269명,0명,http://www.busan-nam.hs.kr,일반계 
동인고등학교,부산광역시 동래구 쇠미로31번길 34,35.1985219327927,129.050996855642,051-501-4940,701명,701명,0명,http://www.dongin.hs.kr,일반계 
다대고등학교,부산광역시 사하구 다대낙조2길 199,35.0531367888807,128.969849941387,051-265-9804,587명,206명,381명,http://dadae.hs.kr,일반계 
대연고등학교,부산광역시 남구 조각공원로 20,35.1288918685055,129.102093439857,051-625-8114,482명,482명,0명,http://www.daeyeon.hs.kr,일반계 
부산광역시 대동고등학교,경상북도 포항시 북구 우창서길 34,36.0583114470308,129.3571483683,054-241-1216,572명,572명,0명,http://school.gyo6.net/daedonghs,일반계 
혜광고등학교,부산광역시 중구 망양로259번길 5,35.1087998229336,129.024605403666,051-250-1000,390명,390명,0명,http://www.hyekwang.hs.kr,일반계 
경남여자고등학교,부산광역시 동구 수정중로 29,35.132923842459,129.043948923334,051-600-0802,534명,0명,534명,http://www.gyeongnamgirls.hs.kr,일반계 
부산해마루학교,부산광역시 기장군 정관읍 모전로 23,35.3408100280603,129.166114119571,051-720-0000,193명,0명,0명,http://haemaru.sc.kr,일반계 
부산대학교사범대학부설고등학교,부산광역시 금정구 기찰로22번길 30,35.2328182547033,129.095653329749,051-515-1345,667명,277명,390명,http://pnu.hs.kr,일반계 
부산동고등학교,부산광역시 부산진구 동성로30번길 36,35.1532695409112,129.071252703527,051-802-0624,337명,337명,0명,http://www.donggo.hs.kr,일반계 
