,주소,위도,경도,전화번호,재학생 수,남학생 수,여학생 수,홈페이지,계열
동아마이스터고등학교,대전광역시 동구 충정로 97,36.3446130855869,127.454825677703,042-620-1111,571명,571명,0명,http://dongahs.djsch.kr,공업계 
대전체육고등학교,대전광역시 유성구 원신흥로40번길 6,36.3365130897673,127.340653602635,042-820-5200,221명,155명,66명,http://djcheyukhs.djsch.kr,체육계 
호수돈여자고등학교,대전광역시 중구 선화로 50,36.3267722663264,127.414245768689,042-221-2612,592명,0명,592명,http://holstonhs.djsch.kr,일반계 
대전복수고등학교,대전광역시 서구 혜천로 66,36.3037716130431,127.373585678549,042-580-1100,593명,268명,325명,http://boksuhs.djsch.kr,일반계 
대전제일고등학교,대전광역시 서구 배재로46번길 77,36.3133742849195,127.372358859927,042-527-9661,451명,238명,213명,http://jeilhs.djsch.kr,일반계 
대전생활과학고등학교,대전광역시 대덕구 동산초교로63번길 12,36.3498312996062,127.423062641674,042-629-1300,489명,285명,204명,http://djpshs.djsch.kr,공업계 
동대전고등학교,대전광역시 대덕구 청림길 33,36.3562871408873,127.42364282459,042-630-6140,871명,356명,515명,http://ddjhs.djsch.kr,일반계 
대전대신고등학교,대전광역시 서구 오량1길 98,36.3089588095398,127.380049146103,042-585-5907,1029명,1029명,0명,http://dshs.kr,일반계 
대전대성여자고등학교,대전광역시 동구 대성2길 20,36.3377260383797,127.44056173937,042-670-2000,601명,0명,601명,http://dsghs.djsch.kr,상업계 
대전동산고등학교,대전광역시 중구 문화로 183,36.3161184162404,127.404491849602,042-587-5214,673명,673명,0명,http://djdongsanhs.djsch.kr,일반계 
대전전자디자인고등학교,대전광역시 유성구 대덕대로 939,36.4129609463933,127.377016713434,042-611-8311,312명,198명,114명,http://djedhs.djsch.kr,공업계 
우송고등학교,대전광역시 동구 동대전로131번길 53,36.335628752102,127.442848859023,042-620-5200,752명,327명,425명,http://wshs.djsch.kr,상업계  | 일반계 
대전성모여자고등학교,대전광역시 중구 대흥로 62,36.3224646784501,127.41829654165,042-220-7815,516명,0명,516명,http://seongmohs.djsch.kr,일반계 
대전중앙고등학교,대전광역시 중구 대종로 634,36.3384107045318,127.415150806954,042-253-4211,465명,465명,0명,http://djjahs.djsch.kr,일반계 
대전국제통상고등학교,대전광역시 중구 서문로 47,36.3138626054919,127.407536793239,042-580-2585,328명,180명,148명,http://dimhs.djsch.kr,상업계 
서대전여자고등학교,대전광역시 서구 배재로197번길 20,36.3277371542197,127.369556033878,042-520-6105,387명,0명,387명,http://seodaejeonhs.djsch.kr,일반계 
대전과학고등학교,대전광역시 유성구 과학로 46,36.3741946568515,127.371435752239,042-860-0207,272명,241명,31명,http://djshs.djsch.kr,과학계 
대전고등학교부설방송통신고등학교,대전광역시 중구 대흥로 110,36.3224305385687,127.423386008918,042-220-6264,120명,120명,0명,http://www.cyber.hs.kr/,일반계 
동방고등학교,대전광역시 서구 계백로 1106,36.300337075228,127.346268143718,042-333-5803,703명,322명,381명,http://dbhs.djsch.kr,일반계 
충남고등학교,대전광역시 서구 문정로 171,36.3499795050131,127.394272155447,042-488-8013,921명,921명,0명,http://chungnamhs.djsch.kr,일반계 
대전도시과학고등학교,대전광역시 유성구 진잠로42번길 35,36.2975139176958,127.319944513339,042-540-2100,453명,408명,45명,https://dushs.djsch.kr/main.do,공업계 
대덕고등학교,대전광역시 유성구 대덕대로556번길 158,36.3875733895322,127.381684394947,042-860-0300,570명,280명,290명,http://daedeokhs.djsch.kr/,일반계 
남대전고등학교,대전광역시 중구 보문로111번길 63,36.3107483668685,127.427819473213,042-253-7111,612명,612명,0명,http://ndjhs.djsch.kr/,일반계 
명석고등학교,대전광역시 동구 우암로 380,36.3529874575478,127.454245273207,042-623-2111,687명,687명,0명,http://mshs.djsch.kr/,일반계 
대전송촌고등학교,대전광역시 대덕구 선비마을로23번길 11,36.3634630057037,127.445927446149,042-620-7905,974명,487명,487명,http://songchonhs.djsch.kr,일반계 
대전관저고등학교,대전광역시 서구 관저북로 94,36.3108071066415,127.337763069506,042-540-2800,625명,262명,363명,http://gjhs.djsch.kr,일반계 
대전전민고등학교,대전광역시 유성구 전민로 63,36.398336832282,127.398332734458,042-870-0100,667명,317명,350명,http://jeonminhs.djsch.kr,일반계 
대전만년고등학교,대전광역시 서구 만년로 6,36.3672666784698,127.372951887217,042-479-9600,730명,304명,426명,http://mannyonhs.djsch.kr,일반계 
대전고등학교,대전광역시 중구 대흥로 110,36.3224305385687,127.423386008918,042-220-6100,965명,965명,0명,http://djhs.djsch.kr,일반계 
대전용산고등학교,대전광역시 유성구 용산2로 2-16,36.421007774652,127.395905413535,042-629-9170,800명,399명,401명,http://dyshs.djsch.kr,일반계 
대전외국어고등학교,대전광역시 서구 신갈마로 19,36.3365856584947,127.365624205253,042-530-8000,712명,151명,561명,http://djflhs.djsch.kr,외국어계 
대전대성고등학교,대전광역시 중구 목동로 23,36.3319710025097,127.407077876817,042-250-3888,983명,983명,0명,http://daeseong.hs.kr/,일반계 
대전광역시중일고등학교,대전 유성구 배울2로 68,36.4205249147892,127.388696484378,042-935-0356,643명,308명,335명,http://jungilhs.djsch.kr,일반계 
대전반석고등학교,대전광역시 유성구 지족로 332,36.3869187814534,127.313524211805,042-602-7809,839명,400명,439명,http://banseokhs.djsch.kr,일반계 
신탄진고등학교,대전광역시 대덕구 신탄진북로 14,36.449706677309,127.435950492726,042-602-3800,437명,181명,256명,http://shintanjinhs.djsch.kr,일반계 
대덕소프트웨어마이스터고등학교,대전광역시 유성구 가정북로 76,36.3920263282383,127.36304191185,042-866-8811,228명,178명,50명,http://dsmhs.djsch.kr,공업계 
대전둔산여자고등학교,대전광역시 서구 갈마역로 33,36.3529730275736,127.373283535546,042-479-3935,838명,0명,838명,http://djdunsan-ghs.djsch.kr,일반계 
대전여자고등학교,대전광역시 동구 용운로1번길 28-37,36.3300002486217,127.446273615021,042-630-5901,949명,0명,949명,http://djghs.djsch.kr,일반계 
서일여자고등학교,대전광역시 서구 구봉산북로 22,36.2942996137257,127.323545743107,042-540-7740,493명,0명,493명,http://seoil-ghs.djsch.kr,일반계 
대전둔원고등학교,대전광역시 서구 대덕대로 101,36.3428313716734,127.373314440663,042-530-3661,760명,265명,495명,http://dunwonhs.djsch.kr,일반계 
대전도안고등학교,대전광역시 유성구 원신흥남로 51,36.3369221288496,127.33731952862,042-820-8600,881명,312명,569명,http://doanhs.djsch.kr,일반계 
